AASS,SERPINB3,CDH3,MAPK6,RAB10,TPX2,BIRC5,TGM1,FERMT1,HAS3,SQLE,PON2,CDC20,ATP10B,GJB6,TNFSF10,RAB38,CKS2,PI3,TXNDC17,TOP2A,CCNB1,DSC2,DSG3,TCN1,TMEM165,EHF,PRRG4,MPHOSPH6,CKAP4,NUSAP1,CLCA2,GLTP,SLC7A1,SLC39A6,S100A8,S100A7,ABCA12,TPBG,FAM83A,MPZL2,TMEM45B,MX1,PDZK1IP1,VSNL1,S100A11,S100A9,IFI16,ZC3H12A,PTTG1,FABP5,GJB2,IFI27,KLK13,PGM2,SPRR1B,HSPA4,DEFB4A,RRM2,UBE2C,HIGD1A,KPNA2,S100A7A,FAM110C,KRT16,GM2A,S100A2,SERPINB13,MPZL1,AKR1B10,PNP,KRT6A,SERPINB4,SPRR2A
0.0003954781606121857,0.08645389856378018,0.0,0.003189950030970528,0.0008789425326529901,0.0010485173913661644,0.0005430183487567805,0.01948264640595626,0.001575799907162068,0.0006545062174858874,0.00030501311717844184,0.003667709798718232,0.0006931670666342614,0.007498841065372346,0.019012096886861455,0.0029711500470562596,0.00012479472201952212,0.006257033374803195,0.037264956701531925,0.0005137649297421018,0.00182292037878968,0.010653980652406766,0.000766603908364133,0.005178505734257127,0.011292706811847141,0.0014689471059551752,0.009324635115192988,0.002238040889540878,0.005074955437246557,0.0,0.0025072228360213116,0.004558680659007831,0.0013103048263482075,0.0010778048749266141,0.00419509757960169,0.0787580142924252,0.0467888740386863,0.000249676130211761,8.806775202069071e-05,0.006187432338824069,0.06481003770523783,0.00345868669564573,0.0003803849693868588,0.004983542316214129,0.00951130954529894,0.0005562394239985991,0.05166780295800173,0.00042241198011054544,0.03418408625214058,0.0,0.06076958432788668,0.05548888872269989,0.0012698589371481267,0.00717310048575294,0.005150581180507012,0.05879898669567618,0.0014479215746675852,0.023616213561991173,0.010944584542757077,0.0010093466037966049,0.0005605845919167429,0.004571795714569556,0.021507636974080806,0.018715610367661686,0.0003197454331867014,0.008470109670677642,0.0018164795813954407,0.05689567337934401,0.00019123854260437198,0.016636146303027382,0.04291216420039701,0.011743598739462787,0.020862146085636614,0.013079745306786282
