"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PYHIN1",0,1.45484829797088,0.541,0.105,0,"2","PYHIN1"
"ABHD17A",0,1.43632489188724,0.711,0.35,0,"2","ABHD17A"
"ARL4C1",0,1.42491154780633,0.859,0.44,0,"2","ARL4C"
"CD7",0,1.41413014394615,0.617,0.251,0,"2","CD7"
"C12orf752",0,1.41292246384052,0.609,0.173,0,"2","C12orf75"
"SYNE1",0,1.40754670522199,0.621,0.218,0,"2","SYNE1"
"SYNE2",0,1.35756875824514,0.744,0.33,0,"2","SYNE2"
"EFHD21",0,1.33151147276996,0.811,0.446,0,"2","EFHD2"
"IL322",0,1.28895117132585,0.787,0.461,0,"2","IL32"
"RARRES3",0,1.27444054466658,0.708,0.336,0,"2","RARRES3"
"HOPX",0,1.25958112047046,0.658,0.172,0,"2","HOPX"
"IFITM2",0,1.22890010799191,0.867,0.617,0,"2","IFITM2"
"FCGR3A",0,1.20120516311587,0.508,0.109,0,"2","FCGR3A"
"IL2RG",0,1.19092517166624,0.75,0.391,0,"2","IL2RG"
"CD992",0,1.17265182161501,0.811,0.495,0,"2","CD99"
"PPP2R5C",0,1.16769499685674,0.789,0.5,0,"2","PPP2R5C"
"SEPT71",0,1.16114137865772,0.865,0.582,0,"2","SEPT7"
"CALM11",0,1.1511116681851,0.981,0.873,0,"2","CALM1"
"RUNX3",0,1.14601325529398,0.573,0.231,0,"2","RUNX3"
"DUSP2",0,1.14042762576263,0.509,0.246,0,"2","DUSP2"
"HLA-C",0,1.0700077503019,0.993,0.929,0,"2","HLA-C"
"LYAR",0,1.0555806607685,0.504,0.206,0,"2","LYAR"
"TRBC1",0,1.02033442529037,0.59,0.256,0,"2","TRBC1"
"PLAC81",0,1.00567504458555,0.639,0.373,0,"2","PLAC8"
"CD21",0,0.990967079619515,0.63,0.314,0,"2","CD2"
"CD3G1",0,0.985259589408754,0.58,0.344,0,"2","CD3G"
"C9orf1421",0,0.977213520517853,0.539,0.256,0,"2","C9orf142"
"B2M1",0,0.956056710253088,1,0.997,0,"2","B2M"
"JAK1",0,0.953235070648364,0.756,0.594,0,"2","JAK1"
"PLEK4",0,0.951349309170345,0.65,0.342,0,"2","PLEK"
"MBP",0,0.944957238610912,0.643,0.406,0,"2","MBP"
"LITAF1",0,0.92530847326174,0.7,0.465,0,"2","LITAF"
"CD3D1",0,0.920702156682969,0.614,0.402,0,"2","CD3D"
"RNF213",0,0.899490437238665,0.762,0.52,0,"2","RNF213"
"ITGAL",0,0.897708044615625,0.501,0.251,0,"2","ITGAL"
"BIN2",0,0.883042804213977,0.631,0.385,0,"2","BIN2"
"CLEC2B",0,0.881213897817768,0.657,0.424,0,"2","CLEC2B"
"MYL12A1",0,0.877879450556994,0.937,0.819,0,"2","MYL12A"
"PIK3R1",0,0.873504871168091,0.582,0.381,0,"2","PIK3R1"
"HLA-A",0,0.857290086116088,0.994,0.945,0,"2","HLA-A"
