"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"135",0,4.73850035395115,0.697,0.001,0,"20","CPA3"
"136",0,3.20780924652291,0.519,0.002,0,"20","MS4A2"
"137",0,3.01103703155182,0.559,0.002,0,"20","HPGDS"
"138",0,3.00520498285808,0.603,0.007,0,"20","KIT"
"139",0,3.00179470883588,0.661,0.009,0,"20","GATA2"
"140",8.56303630555891e-215,3.01088041135429,0.504,0.105,2.413834304174e-210,"20","SELENOK"
"141",0,2.15835227252105,0.5,0.016,0,"21","LINC01871"
"142",0,2.13852415679474,1,0.075,0,"21","CRCT1"
"143",0,1.90982936911489,0.776,0.035,0,"21","CCL20"
"144",1.24125176154695e-249,1.97012580300049,0.612,0.035,3.49896459062468e-245,"21","FYB1"
"145",2.65006048673535e-239,2.025549388743,1,0.102,7.47025550605829e-235,"21","CNFN"
"146",2.94836347029784e-149,2.58245463315826,0.879,0.13,8.31114178642258e-145,"21","NOP53"
"147",1.19326454724757e-137,2.37710599834672,0.974,0.162,3.36369343223617e-133,"21","ATP5F1E"
"148",5.37377599732003e-128,2.38653968179311,0.888,0.151,1.51481371588454e-123,"21","ATP5MG"
"149",8.09969162878129e-123,2.40586444842774,0.948,0.168,2.28322207323716e-118,"21","RACK1"
"150",2.7824754166681e-100,1.92368923224871,0.741,0.126,7.84351995204571e-96,"21","TRIR"
"151",0,3.08286210735631,0.704,0.034,0,"22","GAS5"
"152",2.55357219823279e-225,2.74386340582713,0.561,0.029,7.1982646695984e-221,"22","SNHG5"
"153",2.47711794084964e-202,2.70654379809931,0.561,0.032,6.98274776346106e-198,"22","SNHG6"
"154",5.91951720601726e-141,2.56426096044612,0.551,0.042,1.6686527052042e-136,"22","SNHG29"
"155",1.88533481707568e-113,3.24309385933359,0.806,0.125,5.31457031585463e-109,"22","EEF1G"
"156",9.77442004187108e-72,2.40018908902359,0.806,0.168,2.75531126560304e-67,"22","RACK1"
"157",6.26677097726527e-64,3.21863799425419,0.99,0.619,1.76654007078131e-59,"22","RPL17"
"158",1.17141953753258e-45,2.23055042924908,0.561,0.13,3.30211453435059e-41,"22","NOP53"
"159",2.20635437563788e-40,1.80020619550652,0.633,0.162,6.21949234948563e-36,"22","ATP5F1E"
"160",1.29637049887428e-17,1.78087752981537,0.612,0.359,3.6543387992767e-13,"22","MIF"
"161",0,3.80173025202795,0.713,0.132,0,"3","IGKC"
"162",0,3.4086763144571,0.901,0.036,0,"3","CD79A"
"163",0,3.2605255136657,0.884,0.027,0,"3","MS4A1"
"164",0,3.1784786336671,0.746,0.025,0,"3","IGHM"
