"Dendritic cell"	"Natural killer (NK) cell"	"CD4+ T cell"	"B cell"	"Monocyte:CD16-"	"Natural killer T (NKT) cell"	"Naive CD4+ T cell"	"Monocyte:CD16+"	"Neutrophil"	"Naive CD8+ T cell"	"Regulatory T (Treg) cell"	"Plasma cell"	"Megakaryocyte"	"Plasmacytoid dendritic cell"	"MKI67+ progenitor cell"	"Exhausted CD8+ T cell"	"Macrophages"	"Endothelial cell"	"Mast cell"	"Fibroblast"	"keratinocyte"	"Basal cell"	"Myofibroblast"
"KRT80"	0.137597696421226	0.000226586102719033	0	0	0.000286512427476542	0	0	0	0.000779321989868814	0	0	0	0.0340722944195697	0	0.00522193211488251	0	0.0697793740379682	0.0311228154177639	0	0.0154525386313466	4.87131441168366	0.445723138209583	0.151791326209931
"JPT1"	4.82208967503085	0.000830815709969789	0.00038164297299876	0.000484437447014654	0.0100995630685481	0.000133209004928733	0.00135518048540101	0	0.00759838940122094	0.00035498757543486	0.0072992700729927	0.00943396226415094	0.555749699683302	0.0132743362831858	1.37728459530026	0	1.04976911236532	0.64735456068949	0.224489795918367	0.578366445916115	5.43414163681455	2.28162000663937	0.719987429289755
"RNASE1"	0.142122583299054	0.00649546827794562	0.00038164297299876	0.00278551532033426	0.0390373182436788	0.00306380711336086	0.000369594677836639	0.000897934750074828	0.015651383296532	0	0	0	0.0261002511739653	0.00884955752212389	0.676240208877285	0.00757575757575758	9.08876346844536	3.98850849892267	0.122448979591837	0.173841059602649	0.0699917332598512	0.0876397034414075	0.0744814582023884
"C1QA"	0.100575894693542	0.083987915407855	0.000763285945997519	0.0245852004359937	0.0822290666857675	0.00739309977354469	0.00135518048540101	1.79766536964981	0.0071437849071308	0.00248491302804402	0	0.0943396226415094	0.00971934039532598	0.0147492625368732	0.703655352480418	0	5.89327860441252	0.0483600670337563	0.0285714285714286	0.139072847682119	0.0172223753100028	0.0522297222529601	0.0138277812696417
"C1QB"	0.0606746194981489	0.0278700906344411	0.00038164297299876	0.00714545234346615	0.0235656471599456	0.00213134407885973	0.000492792903782186	0.675546243639629	0.00240290946876218	0.00035498757543486	0	0.0471698113207547	0.00655236431145572	0.00442477876106195	0.814621409921671	0	5.40584915341201	0.0342350969595403	0.036734693877551	0.134933774834437	0.0141912372554423	0.041385415513998	0.0307982401005657
"FTL"	194.976758535582	26.1888217522659	8.63524472855643	20.744822574785	83.1125277558914	17.9992007459704	7.59184427744241	158.184675246932	44.2161319651903	9.21441249556266	7.98540145985401	35.1037735849057	13.8271267882494	22.9513274336283	29.6762402088773	6.56060606060606	335.684966649564	19.3981326310749	17.7591836734694	52.2039183222958	155.063516120143	13.0525616908266	49.2510999371464
"CTSB"	1.68017276840806	0.554833836858006	0.202557007919092	0.333535182269589	2.48305995272545	0.413347542293859	0.121473450782309	1.90811134390901	1.24736978828419	0.0727724529641463	0.139598540145985	0.60377358490566	0.302282406901824	1.86725663716814	1.30939947780679	0.21969696969697	12.2642380708055	1.70936078525257	0.326530612244898	2.26407284768212	1.62386332322954	1.98904503706982	1.74858579509742
"MRC1"	0.285479226655697	0.00415407854984894	0.00124033966224597	0.00145331234104396	0.0251414655110665	0.0013986945517517	0.000246396451891093	0.0011972463334331	0.00201324847382777	0	0.010036496350365	0	0.00600633395216774	0.0339233038348083	0.152741514360313	0	3.5079527963058	0.13191285611683	0.00816326530612245	0.0557395143487859	0.00923119316616148	0.0202500829921434	0.0122564424890006
"C1QC"	0.0351707116412999	0.00219033232628399	0	0.000847765532275645	0.00737769500752095	0.000133209004928733	0.000123198225945546	0.0912900329242742	0.00071437849071308	0.00035498757543486	0	0	0.00491427323359179	0.00294985250737463	0.29242819843342	0	3.46998460749102	0.0129279387119943	0.0408163265306122	0.0571192052980132	0.0170845963075227	0.0156025229611597	0.00659962287869265
"CXCL8"	2.48128342245989	0.977190332326284	0.0436027096651083	0.5405110815066	6.10830169758613	0.769548421473292	0.0356042872982629	1.49536067045795	3.4597999740226	0.0383386581469649	0.0401459854014599	0.405660377358491	0.156710713115649	0.382005899705015	1.04830287206266	0.0606060606060606	21.4012314007183	2.10294469715107	0.0775510204081633	1.53559602649007	1.78451364012125	0.530153812105787	0.405719673161534
"GPR183"	4.16454134101193	0.262764350453172	1.05171262284133	0.787574179484074	0.830384642933887	0.316104968695884	0.538745842059874	0.0811134390900928	0.203532926354072	0.098686545970891	0.58485401459854	0.452830188679245	0.574751556186524	5.28761061946903	0.976501305483029	1.0530303030303	6.58594150846588	0.0794828824515202	0.224489795918367	0.168046357615894	0.131441168365941	0.0632953413743499	0.13953488372093
"INSIG1"	0.951871657754011	0.186555891238671	0.0860604904112203	0.137095797505147	0.321681827949287	0.118622618889037	0.0571639768387335	1.17898832684825	0.10033770619561	0.0585729499467519	0.0958029197080292	0.254716981132075	0.162607840995959	0.215339233038348	0.617493472584856	0.0909090909090909	3.83991790661878	1.5242997366531	0.179591836734694	1.03835540838852	0.734499862220998	0.535575965475268	0.440289126335638
"STAB1"	0.113122171945701	0.0896525679758308	0.0102089495277168	0.0559525251301926	0.426330492085094	0.068136406021047	0.0107182456572625	0.114337024842861	0.281659955838421	0.0120695775647852	0.0109489051094891	0.0660377358490566	0.0168177350660697	0.0412979351032448	0.097911227154047	0.00757575757575758	2.10261672652642	0.773761072540101	0.0285714285714286	0.0353200883002208	0.0238357674290438	0.0244550182582716	0.0282840980515399
"CTSZ"	7.07610037021802	0.621978851963746	0.12937696784658	0.976141455734528	2.46457990115321	0.405421606500599	0.068991006529506	3.07333133792278	1.20788414079751	0.0550230741924033	0.152372262773723	1.32075471698113	0.193622365403516	2.93952802359882	1.07702349869452	0.0984848484848485	6.41046690610569	1.09480488388796	0.13469387755102	1.11092715231788	0.211215210801874	0.125705433218989	1.78566939032055
"CTSL"	0.189633895516248	0.0530211480362538	0.0266195973666635	0.0185297323483105	0.081441157510207	0.0133209004928733	0.041271405691758	0.81592337623466	0.0268216651513184	0.00390486332978346	0.0072992700729927	0.0188679245283019	0.0753521895817407	0.0191740412979351	0.143603133159269	0.0454545454545455	3.4361210877373	0.775676322719655	0.036734693877551	3.47130242825607	2.15637916781482	0.785880270001107	1.3240100565682
"DAB2"	0.129164952694364	0.115785498489426	0.00181280412174411	0.014048685963425	0.0749229997851157	0.0223125083255628	0.000739189355673278	0.05208021550434	0.0263670606572282	0.00141995030173944	0.000912408759124088	0.0283018867924528	0.0356011794255761	1.19174041297935	0.204960835509138	0	2.1836839404823	1.07349772564041	0.0163265306122449	2.3076710816777	0.0143290162579223	0.0289919220980414	0.473915776241358
"IER3"	3.70793911970383	0.501812688821752	0.0733708615590115	0.239312098825239	2.66571162524174	0.409684294658319	0.0503880744117285	0.469320562705777	1.16346278737498	0.0482783102591409	0.0666058394160584	0.490566037735849	0.175930981762586	0.262536873156342	1.43994778067885	0.0984848484848485	7.12467932272961	6.58439071103663	1.02448979591837	11.8995584988962	3.43841278589143	6.90870864224853	6.00282840980515
"FPR3"	0.205882352941176	0.00445619335347432	0.00019082148649938	0.00242218723507327	0.0366735907169973	0.00286399360596776	0.000123198225945546	0.0263394193355283	0.00253279646707365	0.00035498757543486	0.000912408759124088	0	0.00600633395216774	0.00294985250737463	0.0274151436031332	0	1.54335556695741	0.00718218817333014	0.0489795918367347	0.0135209713024283	0.0155690272802425	0.00475821622219763	0.00848522941546197
"NPC2"	3.15857671740025	0.954380664652568	0.343383264955634	0.900084776553228	3.41537139173412	0.61515918476089	0.306024393248737	5.69380425022448	1.3352383426419	0.255591054313099	0.260036496350365	2.02830188679245	0.320410614830185	6.99115044247788	1.0757180156658	0.401515151515151	6.02103642893792	2.81493895140053	0.995918367346939	2.91418322295806	0.670983742077707	1.75268341263694	2.48428661219359
"TGFBI"	0.623200329082682	0.307099697885196	0.0133575040549566	0.168947559646361	1.45376405701597	0.206407353137072	0.00874707404213379	0.968572283747381	0.831276789193402	0.00816471423500177	0.0145985401459854	0.19811320754717	0.0385497433657311	1.83185840707965	0.31331592689295	0.053030303030303	3.17855310415598	0.0766100071821882	0.00816326530612245	0.569812362030905	0.0278313585009645	0.212570543321899	1.67001885606537
"CD14"	0.425750719868367	0.796450151057402	0.0288140444614064	0.468935448710185	4.1276412864408	0.594578393499401	0.0282123937415301	0.76384316073032	2.71756072217171	0.0276890308839191	0.0364963503649635	0.613207547169811	0.0834334388992028	0.303834808259587	0.506527415143603	0.0606060606060606	5.1118522319138	0.225760114915011	0.0326530612244898	0.132726269315673	0.049875998897768	0.0978200730330862	0.131992457573853
"GLUL"	0.600370218017277	0.439425981873112	0.138631809941799	0.250938597553591	1.63018408423465	0.33861729052884	0.0581495626462979	1.46513020053876	0.878165995583842	0.0255591054313099	0.0501824817518248	0.254716981132075	0.197007753631102	0.482300884955752	0.68798955613577	0.0454545454545455	3.94817855310416	2.2283935839119	1.38367346938776	2.70033112582781	0.458115183246073	1.06185681088857	1.43180389692018
"MS4A7"	0.710407239819005	0.513066465256798	0.0105905925007156	0.28497032820637	1.33844280495667	0.171972825362995	0.0107182456572625	6.97366058066447	0.591440446811274	0.0124245651402201	0.0109489051094891	0.283018867924528	0.0439008408867533	0.163716814159292	0.20757180156658	0.0151515151515152	2.52437147255003	0.0105338759875509	0.0489795918367347	0.0245584988962472	0.0370625516671259	0.0113975876950315	0.0232558139534884
"SAT1"	29.6548745372275	4.48489425981873	1.41808987692014	3.27322272011626	13.5686555404341	2.9594378579992	0.623629419736356	30.6064052678839	5.94590206520327	0.698615548455804	1.84671532846715	5.17924528301887	1.74904444687125	3.23451327433628	4.47389033942559	2.87121212121212	24.306824012314	22.6466363418722	1.64489795918367	5.50524282560706	4.43069716175255	5.94057762531814	15.1125078566939
"FCGR2A"	0.36096256684492	0.289274924471299	0.0108768247304647	0.15998546687659	1.37024568440656	0.170041294791528	0.00899347049402489	1.32624962586052	0.599623327704897	0.0159744408945687	0.0118613138686131	0.207547169811321	0.0283935786829748	0.129793510324484	0.24934725848564	0.0303030303030303	2.53617239610056	0.034713909504429	0.0448979591836735	0.04939293598234	0.0108845411959217	0.0171517096381543	0.0452545568824639
"PLAUR"	0.72192513368984	0.278172205438066	0.023375632096174	0.140607968996003	1.2891626674307	0.182629545757293	0.0134286066280646	1.12630948817719	0.667684114820106	0.0131345402910898	0.0136861313868613	0.207547169811321	0.0639947581085508	0.255162241887906	0.283289817232376	0.0151515151515152	3.41097998973833	0.359348814938951	0.395918367346939	0.817604856512141	0.802838247451088	0.448157574416289	0.410747957259585
"FCER1G"	4.63039901275195	3.80067975830816	0.067073752504532	1.04565822938113	6.73762624453836	0.987078726521913	0.0688678083035604	18.3774319066148	3.42284712300299	0.222932197373092	0.128649635036496	1.5	0.294419569728077	7.68879056047198	1.69712793733681	0.0833333333333333	8.15905592611596	0.0620062245630836	3.06530612244898	0.0949227373068433	0.103472030862497	0.0636273099479916	0.0716530483972345
"FCGRT"	1.96544631838749	0.568504531722054	0.148363705753268	0.422187235073271	2.3606475180861	0.411615825229786	0.193421214734508	2.34390900927866	1.16690479283024	0.192403265885694	0.127737226277372	0.839622641509434	0.0993775253904117	1.84808259587021	0.677545691906005	0.113636363636364	3.36326321190354	2.40890591333493	0.0775510204081633	1.78366445916115	0.12744557729402	0.311165209693482	1.09648020113136
"C5AR1"	0.428630193336076	0.416087613293051	0.0118309321629615	0.209398086472084	1.70345963756178	0.227454375915812	0.0121966243686091	3.05776713558815	0.946486556695675	0.00958466453674121	0.010036496350365	0.320754716981132	0.0386589494375887	0.166666666666667	0.177545691906005	0.0454545454545455	2.53976398152899	0.050993536030644	0.342857142857143	0.0560154525386313	0.074951777349132	0.0459223193537678	0.0458830923947203
"RBPJ"	1.65117235705471	0.364199395770393	0.317526953534968	0.312946590771467	1.05780388224339	0.338683895031304	0.210545768140939	0.843160730320263	0.544811014417457	0.22861199858005	0.261861313868613	0.30188679245283	0.524735175275745	0.448377581120944	1.13838120104439	0.371212121212121	2.86505900461775	1.51903279865932	0.126530612244898	1.75165562913907	0.309451639570129	0.640810003319686	1.47014456316782
"CSF1R"	0.39572192513369	0.245770392749245	0.00486594790573419	0.115538331112995	0.768784471026431	0.0980418276275476	0.00554392016754959	2.70338222089195	0.25379919470061	0.00567980120695776	0.010036496350365	0.160377358490566	0.0162717047067817	0.165191740412979	0.118798955613577	0.00757575757575758	1.39353514622884	0.0363897534115394	0.00408163265306122	0.0449779249448124	0.00799118214384128	0.0255615801704105	0.166561910747957
"RBM47"	0.791855203619909	0.138444108761329	0.00400725121648698	0.0898631464212184	0.671226989470668	0.096110297056081	0.0050511272637674	0.467225381622269	0.436615144824003	0.00283990060347888	0.0072992700729927	0.509433962264151	0.0328710276291362	0.348082595870207	0.14621409921671	0	2.22626988199076	0.0976777591572899	0.0326530612244898	0.115066225165563	0.413061449435106	0.695474161779352	0.0914519170333124
"SRGN"	18.1916906622789	5.27009063444109	2.22211621028528	1.94901295870171	13.6514576319748	4.05428266950846	0.676235062215104	11.4759054175397	7.09709053123782	0.624423145189918	1.90693430656934	7.21698113207547	3.33493502238724	6.85693215339233	6.18276762402089	2.35606060606061	17.619291944587	2.97653818530045	8.13469387755102	0.330298013245033	0.574125103334252	0.176717937368596	0.464173475801383
"AIF1"	5.13615795968737	3.18361027190332	0.210094456635817	1.57103064066852	11.2023494019053	1.60949780205142	0.62572378957743	28.3597725231966	5.22496428107546	1.31487397941072	0.16970802919708	2.5188679245283	0.225292126242219	2.27728613569322	1.87467362924282	0.318181818181818	8.59671626475116	0.0684701939190807	0.130612244897959	0.146523178807947	0.0407825847340865	0.0752462100254509	0.0292269013199246
"MS4A6A"	2.093171534348	0.698867069486405	0.0411220303406164	0.402446409107424	3.9623952438937	0.531903556680432	0.0226684735739805	1.06854235258905	2.06156643719964	0.0173943911963081	0.0218978102189781	0.858490566037736	0.0634487277492629	2.72861356932153	0.54177545691906	0.0757575757575758	3.19343252950231	0.0277711276035432	0.102040816326531	0.0601545253863135	0.00385781206944062	0.0257828925528383	0.00628535512256443
"SOD2"	1.64294529000411	1.01057401812689	0.511210762331839	0.707642000726656	4.19640426903517	0.777873984281337	0.306270789700628	3.97815025441485	2.29984413560203	0.270855520056798	0.418795620437956	0.981132075471698	0.28885006006334	0.821533923303835	1.63054830287206	0.409090909090909	9.02206259620318	6.88556380177161	0.102040816326531	20.6628035320088	0.897630201157344	5.77990483567556	3.61659333752357
"CTSC"	2.32558617852736	1.05687311178248	0.373533059822536	0.32033426183844	0.855740992765561	0.810976422006128	0.17481828261673	2.88506435199042	0.446746330692298	0.229676961306354	0.437956204379562	0.69811320754717	0.449929016053293	3.1622418879056	1.84856396866841	0.424242424242424	3.48486403283735	1.6090495570984	0.359183673469388	1.99806843267108	0.140672361532102	1.75578178599093	1.84663733500943
"CTSD"	1.09934183463595	1.51412386706949	0.281080049613587	0.628557587501514	3.74693789843134	0.968762488344212	0.241838117531108	2.54384914696199	3.07351604104429	0.301384451544196	0.302007299270073	1.43396226415094	0.410724036256416	1.0353982300885	1.31201044386423	0.28030303030303	7.65982555156491	1.06799138137419	1.01632653061224	1.45833333333333	1.46913750344448	3.91224964036738	4.34663733500943
"NAMPT"	2.48395721925134	1.18980362537764	0.188149985688389	0.679544628799806	6.00952653821359	0.849007592913281	0.106073672539115	5.31367853935947	2.65489024548643	0.123890663826766	0.177007299270073	0.745283018867924	0.470787375778093	0.797935103244838	1.7088772845953	0.189393939393939	7.5910723447922	3.84486473545607	0.685714285714286	8.01738410596026	1.44943510608983	2.93261037955074	5.62664990571967
"TPSB2"	0.000822706705059646	0.00113293051359517	0.000572464459498139	0	0.000214884320607406	0	0	0	0.00850759838940122	0	0	0	0.0375668887190128	0	0.450391644908616	0	0.00410466906105695	0.100550634426622	27.5387755102041	0.0480132450331126	0.0279691375034445	0.0902954520305411	0.0210559396605908
"HPGD"	0.110242698477993	0.0416163141993958	0.0571510352065643	0.0151386702192079	0.0113172408853234	0.060676701745038	0.0181101392139953	0.00778210116731518	0.017859462267827	0.078452254171104	0.243613138686131	0.188679245283019	0.245058425248444	0.0294985250737463	0.808093994778068	0.0454545454545455	0.102616726526424	0.0471630356715346	21.8857142857143	0.176876379690949	0.37531000275558	0.143853048578068	0.474858579509742
"TPSAB1"	0.000205676676264912	0.000604229607250755	0.00038164297299876	0	0.000143256213738271	0	0	0.000299311583358276	0.00480581893752435	0	0	0	0.026973899748826	0	0.31201044386423	0	0.00461775269368907	0.0608091932008619	19.2367346938776	0.0284216335540839	0.0118489942132819	0.0410534469403563	0.0128849780012571
"CTSG"	0.00205676676264912	0.0020392749244713	0.000858696689247209	0.000726656170521981	0.00379628966406418	0.00173171706407353	0.000123198225945546	0	0.0119496038446551	0	0	0	0.0230424811619526	0.0176991150442478	0.159268929503916	0	0.00205233453052848	0.0651185061048599	15.5387755102041	0.0452538631346578	0.00909341416368145	0.0590904061082218	0.00785669390320553
"CPA3"	0.000205676676264912	0.000226586102719033	0.00038164297299876	0	0.000143256213738271	0	0	0	0.00461098844005715	0	0.000912408759124088	0	0.0185650322157912	0.0634218289085546	0.168407310704961	0	0.000513083632632119	0.0167584390711037	9.16734693877551	0.0160044150110375	0.00785340314136126	0.0234591125373465	0.00125707102451289
"HPGDS"	0.00205676676264912	0.000453172205438066	0.00524759087873295	0.000605546808768318	0.000358140534345677	0.000266418009857466	0.000615991129727732	0	0.00136381348227042	0	0.000912408759124088	0	0.00644315823959812	0.0737463126843658	0.0992167101827676	0	0.0323242688558235	0.0122097198946612	2.30204081632653	0.00910596026490066	0.00234224304216037	0.0116189000774593	0.00219987429289755
"MS4A2"	0.0213903743315508	0.000302114803625378	0	0.000363328085260991	0.000143256213738271	6.66045024643666e-05	0.000123198225945546	0	0.00123392648395896	0	0	0	0.0156164682756361	0.0176991150442478	0.0953002610966057	0	0.00461775269368907	0.0100550634426622	2.75102040816327	0.00689845474613687	0.00537338109672086	0.00918446387075357	0.0059710873664362
"CMA1"	0	0	0	0	0	0	0	0	0.000844265489024549	0	0	0	0.00349459429944305	0.00147492625368732	0.0365535248041775	0	0.000513083632632119	0.0122097198946612	2.39183673469388	0.00413907284768212	0.0012400110223202	0.0122828372247427	0.00188560653676933
"KIT"	0.0429864253393665	0.00377643504531722	0.00353019750023853	0.000726656170521981	0.000286512427476542	0.00113227654189423	0.000123198225945546	0	0.0018833614755163	0	0	0	0.0442284591023261	0.0191740412979351	0.0496083550913838	0	0.0102616726526424	0.0416566914053148	2.13061224489796	0.0137969094922737	0.0254891154588041	0.0143853048578068	1.14267756128221
"LTC4S"	0.0664335664335664	0.00755287009063444	0.019082148649938	0.00254329659682693	0.00737769500752095	0.00972425735979752	0.00320315387458421	0.00149655791679138	0.00409144044681127	0.00993965211217607	0.00273722627737226	0.0377358490566038	0.032652615485421	0.0147492625368732	0.12532637075718	0.0227272727272727	0.262698819907645	0.2240842710079	2.23673469387755	0.0860927152317881	0.00895563516120143	0.057762531813655	0.01414204902577
"GATA2"	0.000617030028794735	0.000302114803625378	9.54107432496899e-05	0.000242218723507327	0.000286512427476542	0	0.000123198225945546	0	0.000974152487336018	0	0	0	0.00731680681445888	0.135693215339233	0.0469973890339426	0	0.00564391995895331	0.876226957146277	1.84897959183673	0.011037527593819	0.00427114907688068	0.0112869315038176	0.041169076052797
"HDC"	0.000205676676264912	0.000302114803625378	0	0	0	0	0.000123198225945546	0	0.000324717495778673	0	0	0	0.00447744894616141	0	0.0496083550913838	0	0.00205233453052848	0.00790040699066316	1.70204081632653	0.00441501103752759	0.000413337007440066	0.0070819962376895	0.00314267756128221
"VWA5A"	0.0263266145619087	0.0158610271903323	0.0084915561492224	0.0124742642606273	0.0196977293890123	0.00785933129079526	0.0102254527534804	0.0236456150853038	0.015651383296532	0.0070997515086972	0.0118613138686131	0.0188679245283019	0.022387244730807	0.0265486725663717	0.0522193211488251	0.00757575757575758	0.0569522832221652	0.147474263825712	1.1265306122449	0.166114790286976	0.00785340314136126	0.088192984397477	0.0798240100565682
"ARHGAP18"	0.293911970382559	0.127945619335347	0.0510447476385841	0.064066852367688	0.181505622806389	0.102704142800053	0.013305408402119	0.148458545345705	0.103649824652552	0.0113596024139155	0.0565693430656934	0.235849056603774	0.0952276946598231	0.398230088495575	0.348563968668407	0.0757575757575758	1.16983068240123	0.477615513526454	1.2530612244898	0.249172185430464	0.0144667952604023	0.132455460883036	0.225015713387806
"SELENOK"	1.15713698066639	0.000906344410876133	0.00333937601373915	0.000968874894029308	0.0257861184728888	0.000133209004928733	0.0018479733891832	0	0.0167554227821795	0.00035498757543486	0.00456204379562044	0.377358490566038	0.607404171671945	0.0781710914454277	0.436031331592689	0	1.72857875833761	1.35551831457984	2.24897959183673	1.23758278145695	2.3917057040507	1.29047250193648	2.70333123821496
"LGALS3"	4.04257507198684	0.696450151057402	0.320770918805457	0.371442412498486	2.80560131795717	0.478420141201545	0.0202045090550696	3.09368452559114	1.29964930510456	0.0205892793752219	0.494525547445255	1.44339622641509	0.898329147100579	0.240412979351032	1.74412532637076	0.0909090909090909	4.82657773217034	7.99114196791956	5.85714285714286	9.58029801324503	3.768944612841	8.76319575080226	7.96448774355751
"SEPTIN7"	0.0479226655697244	0.000830815709969789	0.00200362560824349	0.000605546808768318	0.00737769500752095	0.000133209004928733	0.00221756806701984	0	0.0104559033640733	0.00035498757543486	0.0109489051094891	0.0660377358490566	0.273233591787703	0.0575221238938053	0.985639686684073	0	0.639815289892252	3.1841034235097	1.06530612244898	2.47075055187638	0.043951501791127	2.29534137434989	7.10967944688875
"ANXA1"	7.13039901275195	3.58262839879154	4.0316763667589	1.29017803076178	7.87780244968125	3.59750899160783	1.0427497844031	5.91888656090991	5.35855305883881	0.656727014554491	0.799270072992701	1.08490566037736	1.65152342470241	1.74631268436578	5.98302872062663	3.64393939393939	3.96305797845049	6.28513287048121	8.52244897959184	8.05656732891832	14.2880958941857	7.70963815425473	3.76869893148963
"VIM"	42.9300699300699	6.12114803625378	7.64602614254365	4.46530216785758	19.0512140964114	5.93579325962435	3.53788345447826	13.3953906016163	11.9866216391739	4.30848420305289	5.0456204379562	18.7735849056604	4.89232281314841	12.5044247787611	25.8629242819843	4.99242424242424	21.4489481785531	70.0316016279627	13.3142857142857	62.3990066225166	0.93868834389639	1.49596104902069	71.26461345066
"LMNA"	1.40189222542164	0.141163141993958	0.255605381165919	0.0714545234346615	0.582264880739202	0.118023178366858	0.00640630774916841	0.136486082011374	0.0842966619041434	0.00567980120695776	0.286496350364964	0.566037735849057	0.6103527356121	0.115044247787611	2.40600522193211	0.121212121212121	3.47665469471524	9.89059133349294	2.4530612244898	7.69674392935982	1.07839625241113	7.59732212017262	9.463230672533
"PRDX1"	5.16125051419169	0.591389728096677	0.759374105524282	0.675184691776674	1.18551679679106	0.615292393765819	0.364173955895035	1.92726728524394	0.683984933108196	0.416755413560525	0.779197080291971	3.95283018867925	0.929343671508136	1.15634218289086	5.51958224543081	0.583333333333333	4.18676244227809	5.251615992339	3.08979591836735	4.10292494481236	0.829842931937173	9.40854265796171	5.04399748585795
"CAPG"	3.73118058412176	0.319712990936556	0.205705562446331	0.506358241492067	1.39373970345964	0.244838151059012	0.0427497844031046	0.459443280454954	0.924730484478504	0.0266240681576145	0.0602189781021898	0.575471698113208	0.297149721524517	1.5811209439528	0.951697127937337	0.159090909090909	2.28527449974346	0.38520469236294	1.58775510204082	0.437362030905077	0.218930834940755	1.83667146176829	0.674732872407291
"RNASEK"	0.599341834635952	0.143202416918429	0.0879687052762141	0.124984861329781	0.274478905522527	0.122086053017184	0.0496488850560552	0.306195749775516	0.144369398623198	0.0461483848065318	0.0848540145985401	0.283018867924528	0.338757234902261	0.278761061946903	0.891644908616188	0.0606060606060606	1.84710107747563	3.46301173090735	1.26938775510204	2.26241721854305	0.151832460732984	2.78676551953082	2.0556253928347
"ATP5MC2"	5.08227067050596	0.00249244712990937	0.000667875202747829	0.00230107787331961	0.0221330850225629	0.000133209004928733	0.00455833435998522	0.000299311583358276	0.0306533316015067	0	0.00547445255474453	0.10377358490566	1.50060063339522	0.079646017699115	1.61227154046997	0	2.603899435608	4.07134306918841	1.00408163265306	2.7712472406181	0.823780655828052	6.06982405665597	5.561282212445
"PLIN2"	0.419991772932949	0.244864048338369	0.2461597175842	0.162165435388156	0.435427261657474	0.26814972692154	0.162498460022176	0.663573780305298	0.225613716067022	0.175363862264821	0.153284671532847	0.283018867924528	0.267773288194824	0.132743362831858	0.768929503916449	0.272727272727273	2.81426372498717	2.18003351687814	1.50612244897959	3.49254966887417	0.668503720033067	0.908487329866106	1.12507856693903
"CLIC1"	4.67050596462361	2.52515105740181	1.52619024902204	2.07533002301078	3.28694219611776	2.08412148661249	0.418504373537021	4.37264292128105	1.82049616833355	0.443024494142705	1.50912408759124	6.87735849056604	1.35481052746533	2.96902654867257	6.98955613577024	1.4469696969697	3.79322729604926	5.73042853722768	2.6734693877551	2.99862030905077	0.675943786166988	4.2046032975545	3.94028912633564
"SERPINB1"	2.86610448375154	1.10732628398792	0.504818242534109	0.718905171369747	2.51744144402263	0.810909817503663	0.407662929653813	1.91918587249327	1.87245096765814	0.425275115370962	0.367700729927007	0.537735849056604	0.324560445560773	2.02212389380531	1.52088772845953	0.613636363636364	1.69368907131863	0.81900885803208	2.22857142857143	0.585264900662252	0.428906034720309	1.96979085979861	0.472658705216845
"LMO4"	0.72151378033731	0.340407854984894	0.229749069745253	0.343587259295143	0.585488145548313	0.236445983748501	0.0465689294074165	0.787788087398982	0.341343031562541	0.126020589279375	0.0328467153284672	1.29245283018868	0.264497106039096	0.812684365781711	0.781984334203655	0.174242424242424	0.528476141611083	1.06200622456308	1.04081632653061	1.99917218543046	0.116423257095619	1.02622551731769	1.81552482715273
"UBB"	7.22665569724393	3.15007552870091	2.38116591928251	2.81797262928424	2.00308000859537	2.72279206074331	1.4868793889368	3.31068542352589	1.08390700090921	2.08910188143415	1.95164233576642	5.47169811320755	1.75166539259583	5.00294985250738	7.32767624020888	1.98484848484848	3.28219599794767	6.63825712233661	3.0530612244898	6.935706401766	11.12055662717	8.29666924864446	9.57291011942175
"HSP90AA1"	8.56849033319622	4.06283987915408	3.8003053143784	3.24427758265714	3.98868275911468	4.14246703077128	2.23111987187385	6.9060161628255	1.98610209118067	2.82570110046148	3.1286496350365	5.42452830188679	3.09173310036038	7.5117994100295	18.065274151436	3.93939393939394	15.1318624935865	17.8415130476418	6.04081632653061	15.3879690949227	16.6993662165886	22.2012836118181	18.0333123821496
"LAPTM4A"	1.93541752365282	0.481948640483384	0.305218967655758	0.491461789996367	1.03918057445742	0.386439323298255	0.187754096341013	1.29392397485783	0.576373555007144	0.196308129215477	0.276459854014599	0.707547169811321	0.274980888937425	1.32153392330383	0.751958224543081	0.25	1.24320164186762	3.0653579123773	1.39183673469388	5.84271523178808	0.777624689997244	2.48301427464867	5.01791326209931
"SLC2A3"	0.754010695187166	0.711706948640483	0.891708806411602	0.668039239433208	1.54795501754889	0.751365392300519	0.389429592213872	0.29332535169111	1.40933887517859	0.36599219027334	0.566605839416058	0.339622641509434	0.786720541662116	0.293510324483776	1.2976501305483	1.00757575757576	2.56593124679323	7.96887718458224	1.67755102040816	3.42273730684327	0.0458804078258473	0.145291579063849	3.46071653048397
"DAD1"	1.72192513368984	0.794788519637462	1.01870050567694	0.681724597311372	0.598596089105365	0.771613161049687	0.787852654921769	0.827895839568991	0.35673464086245	0.891018814341498	0.829379562043796	4.34905660377358	0.560554766845037	1.7330383480826	2.14621409921671	1.01515151515152	1.00307850179579	2.45439310509935	1.42040816326531	2.57560706401766	0.964177459355194	2.19918114418502	2.73318667504714
