"Dendritic cell"	"Natural killer (NK) cell"	"CD4+ T cell"	"B cell"	"Monocyte:CD16-"	"Natural killer T (NKT) cell"	"Naive CD4+ T cell"	"Monocyte:CD16+"	"Neutrophil"	"Naive CD8+ T cell"	"Regulatory T (Treg) cell"	"Plasma cell"	"Megakaryocyte"	"Plasmacytoid dendritic cell"	"MKI67+ progenitor cell"	"Exhausted CD8+ T cell"	"Macrophages"	"Endothelial cell"	"Mast cell"	"Fibroblast"	"keratinocyte"	"Basal cell"	"Myofibroblast"
"ZNF385D"	0.00246812011517894	0.00120845921450151	0.000667875202747829	0.000726656170521981	0.00078790917556049	0.000666045024643666	0.000369594677836639	0.0011972463334331	0.00181841797636057	0.00141995030173944	0	0	0.00611554002402534	0.0604719764011799	0.0182767624020888	0	0.0194971780400205	7.86545367488628	0.00816326530612245	0.271799116997792	0.00482226508680077	0.0295452030541109	0.22784412319296
"EGFL7"	0.0104895104895105	0.00226586102719033	9.54107432496899e-05	0.00181664042630495	0.00816560418308144	0.00126548554682297	0.000492792903782186	0.0122717749176893	0.00363683595272113	0.00461483848065318	0	0.0283018867924528	0.0159440864912089	0.182890855457227	0.0574412532637076	0.00757575757575758	0.082093381221139	3.98276274838401	0.0326530612244898	0.124172185430464	0.0172223753100028	0.050127254619896	0.114707730986801
"ID3"	0.368572603866722	0.0238670694864048	0.0624940368285469	0.211456945621897	0.0561564357854022	0.0243106433994938	0.0715781692743624	0.0188566297515714	0.0185088972593843	0.0567980120695776	0.211678832116788	0.0943396226415094	0.202358851152124	0.0412979351032448	0.31331592689295	0.0757575757575758	0.641354540790149	7.00023940627244	0.0244897959183673	4.19977924944812	0.465968586387435	1.13832023901737	4.77404148334381
"MGP"	0.0275606746194981	0.00196374622356495	0.00200362560824349	0.000968874894029308	0.00236372752668147	0.00153190355668043	0.0018479733891832	0.0011972463334331	0.000844265489024549	0.00212992545260916	0.00456204379562044	0	0.0219504204433767	0.0103244837758112	0.0182767624020888	0	0.0441251924063622	8.57146277232463	0.0204081632653061	14.1542494481236	0.031138054560485	0.221865663383866	12.5575109993715
"ID1"	0.497737556561086	0.153323262839879	0.0467512641923481	0.100762988979048	0.540004297686412	0.151392034101505	0.0103486509794259	0.125112241843759	0.261527471100143	0.0184593539226127	0.0155109489051095	0.10377358490566	0.0422627498088894	0.306784660766962	0.364229765013055	0.0303030303030303	0.0656747049769112	6.53794589418243	0.0285714285714286	1.34547461368653	0.528244695508404	3.68562576076131	1.42708988057825
"CAVIN1"	0.0364047716988893	0.000226586102719033	0	0	0.000286512427476542	0	0	0	0.000519547993245876	0	0.000912408759124088	0	0.0206399475810855	0	0.0757180156657963	0	0.0441251924063622	5.26669858750299	0.0693877551020408	2.7348233995585	0.191512813447231	0.735531702998783	3.89189189189189
"PECAM1"	0.346359522830111	0.553247734138973	0.0323442419616449	0.300108998425578	1.55798295251057	0.312042094045557	0.0696069976592337	4.53067943729422	0.882517210027276	0.211217607383742	0.0410583941605839	0.443396226415094	0.0671617341924211	0.814159292035398	0.302872062663185	0.0151515151515152	0.538737814263725	8.2791477136701	0.0163265306122449	0.0800220750551876	0.0198401763571232	0.0531149717826712	0.225329981143935
"NPDC1"	0.0660222130810366	0.0299093655589124	0.202366186432592	0.0158653263897299	0.0112456127784543	0.0709337951245504	0.0168781569545399	0.00478898533373242	0.010520846863229	0.0493432729854455	0.131386861313869	0	0.0815769356776237	0.0855457227138643	0.232375979112272	0.113636363636364	0.0625962031811185	4.76322719655255	0.0122448979591837	0.336092715231788	0.0322402865803252	0.244882151156357	0.408548082966688
"SELENOW"	2.63101604278075	0.00120845921450151	0.00162198263524473	0.000363328085260991	0.00608838908387651	6.66045024643666e-05	0.0018479733891832	0	0.0100012988699831	0.00035498757543486	0.00638686131386861	0.0377358490566038	0.485748607622584	0.00884955752212389	0.647519582245431	0.00757575757575758	0.954335556695741	6.36892506583673	0.502040816326531	1.86616997792494	0.992008817856159	4.46221091070045	4.81866750471402
"EMP1"	0.276018099547511	0.0117824773413897	0.00400725121648698	0.00460215574663921	0.0700522885180145	0.00819235380311709	0.00110878403350992	0.011972463334331	0.0187037277568515	0.00035498757543486	0.000912408759124088	0	0.0466309926831932	0.0398230088495575	0.274151436031332	0	1.0302719343253	9.05578166147953	0.0816326530612245	4.52538631346578	3.70983742077707	2.5549407989377	3.06222501571339
"HSPA1A"	2.36528177704648	0.190332326283988	0.109245301020895	0.0936175366355819	0.573884392235513	0.180698015185827	0.0418873968214858	0.52948219096079	0.320885829328484	0.0298189563365282	0.212591240875912	1.0377358490566	2.09904990717484	0.790560471976401	3.69321148825065	0.128787878787879	14.5489994869164	32.8996887718458	2.93877551020408	21.6299668874172	7.05566271700193	19.7702777470399	25.2630421118793
"NFIB"	0.00411353352529823	7.55287009063444e-05	9.54107432496899e-05	0	0.000214884320607406	0	0.000123198225945546	0	0.00110403948564749	0	0	0	0.00971934039532598	0	0.122715404699739	0	0.0138532580810672	5.95235815178358	0	2.28863134657837	0.0354092036373657	1.10313157021135	2.6904462602137
"WWTR1"	0.0259152612093789	0.00264350453172205	0.00543841236523233	0.00375439021436357	0.000931165389298761	0.00446250166511256	0.00123198225945546	0.00149655791679138	0.00285751396285232	0	0.00912408759124088	0.00943396226415094	0.0180190018565032	0.00294985250737463	0.0352480417754569	0.00757575757575758	0.0210364289379169	7.07589178836486	0	1.81926048565121	0.183383852300909	0.351222750912914	1.34035197988686
"CD34"	0.00308515014397367	0.00105740181268882	0.00038164297299876	0.000484437447014654	0.000573024854953084	0.0003996270147862	0.000985585807564371	0	0.000194830497467204	0.00070997515086972	0	0	0.00436824287430381	0.128318584070796	0.0221932114882507	0	0.00615700359158543	3.69044768972947	0	0.331953642384106	0.0037200330669606	0.022905831581277	0.059710873664362
"LDB2"	0.00205676676264912	0.0129154078549849	0	0.000847765532275645	0.000429768641214813	0.000666045024643666	0	0	0.00201324847382777	0	0	0.00943396226415094	0.0122310800480507	0.00147492625368732	0.0221932114882507	0	0.0271934325295023	5.09241082116351	0.110204081632653	0.619757174392936	0.00440892807936071	0.0536682527387407	0.534255185417976
"PDLIM1"	0.317359111476759	0.0601963746223565	0.0125942181089591	0.585927092164224	0.02485495308359	0.0413613960303717	0.00197117161512874	0.0305297815025441	0.0150668918041304	0.00248491302804402	0.0072992700729927	1.0188679245283	0.0646499945396964	0.104719764011799	0.496083550913838	0.0151515151515152	0.0877373011800924	6.47210916926023	0.0122448979591837	0.652593818984547	0.0717828602920915	2.1592342591568	3.46574481458202
"ITGA6"	0.0250925545043192	0.128851963746224	0.23385173170499	0.0376650115053894	0.00716281068691354	0.128813107766085	0.328569668596772	0.00508829691709069	0.0176646317703598	0.338658146964856	0.174270072992701	0.207547169811321	0.0500163809107786	0.028023598820059	0.234986945169713	0.325757575757576	0.0395074397126732	4.26741680632033	0.00408163265306122	0.0852649006622517	0.0301736015431248	0.868208476264247	0.202388434946574
"CRIP2"	0.10386672151378	0.0396525679758308	0.248354164678943	0.0858665374833475	0.0181219110378913	0.0449580391634474	0.110878403350992	0.011972463334331	0.0148071178075075	0.0507632232871849	0.175182481751825	0.122641509433962	0.0540570055695097	0.0265486725663717	0.121409921671018	0.136363636363636	0.0348896870189841	4.71678237969835	0.0938775510204082	0.458885209713024	0.0851474235326536	0.544317804581166	1.98397234443746
"CRIM1"	0.0713698066639243	0.0391993957703927	0.011067646216964	0.0237374349037181	0.011102356564716	0.0260423604635673	0.00234076629296538	0.00299311583358276	0.0071437849071308	0.0035498757543486	0.00638686131386861	0.0188679245283019	0.0528557387790761	0.209439528023599	0.0548302872062663	0.00757575757575758	0.193945613134941	5.8012927938712	0.0938775510204082	0.423013245033113	0.120281069165059	0.298661060086312	2.65996228786926
"SPTBN1"	0.159810777457836	0.234365558912387	0.303883217250262	0.365750272496064	0.0568727168540935	0.23398161715732	0.307009979056302	0.0290332235857528	0.0774775944927913	0.336173233936812	0.252737226277372	0.424528301886792	0.0927159550070984	0.336283185840708	0.787206266318538	0.386363636363636	0.055926115956901	6.25879818051233	0.0653061224489796	2.05325607064018	0.0640672361532102	0.559809671351112	2.62036455059711
"APP"	0.494035376388318	0.0972809667673716	0.105524282034157	0.160833232408865	0.356779600315164	0.0778606633808445	0.103486509794259	0.204729123017061	0.242953630341603	0.0660276890308839	0.0693430656934307	0.179245283018868	0.098503876815551	4.45870206489676	0.197127937336815	0.0833333333333333	0.496664956387891	6.761311946373	0.00408163265306122	2.00965783664459	0.172361532102508	1.27409538563683	1.67976115650534
"IFI44L"	0.10510078157137	0.105815709969789	0.0913080812899533	0.105001816640426	0.457990115321252	0.0797921939523112	0.0397930269804115	0.27955701885663	0.060917002208079	0.0312389066382677	0.0228102189781022	0.0943396226415094	0.0347275308507153	0.25811209439528	0.0574412532637076	1.90909090909091	0.0584915341200616	0.694038783816136	0.0204081632653061	0.130242825607064	0.0261780104712042	0.40787872081443	0.230672532998114
"HERC5"	0.0715754833401892	0.0882175226586103	0.095696975479439	0.0738767106697348	0.172193968913402	0.0921806314106834	0.0516200566711839	0.1736007183478	0.0294194051175477	0.0450834220802272	0.16514598540146	0.169811320754717	0.0635579338211205	0.200589970501475	0.143603133159269	0.924242424242424	0.0441251924063622	0.268374431410103	0.0122448979591837	0.0916114790286976	0.0093689721686415	0.0572092508575855	0.163733500942803
"MX1"	0.372480460715755	0.172280966767372	0.132525522373819	0.244035363933632	0.50540792206862	0.142999866790995	0.113342367869903	0.418138281951512	0.110274061566437	0.106851260205893	0.166970802919708	0.528301886792453	0.0849623239052091	0.772861356932153	0.366840731070496	2.40151515151515	0.190867111339148	0.570026334689969	0.0326530612244898	0.172461368653422	0.0792229264260127	0.96281951975213	0.27561282212445
"XAF1"	0.401069518716578	0.426283987915408	0.297776929682282	0.365871381857818	0.732039252202564	0.325562808045824	0.225945546384132	0.747979646812332	0.271398882971815	0.21618743343983	0.286496350364964	0.188679245283019	0.103854974336573	0.202064896755162	0.398172323759791	2.3030303030303	0.197024114930734	0.892267177400048	0.0489795918367347	0.323399558498896	0.0323780655828052	0.669469956844085	0.276555625392835
"IFI6"	0.443233237350884	0.366767371601208	0.255128327449671	0.212910257962941	0.809111095193754	0.336619155454909	0.237402981397068	0.813828195151152	0.212495129237563	0.257011004614839	0.25456204379562	0.726415094339623	0.143824396636453	0.13716814159292	0.77154046997389	3.66666666666667	0.388404309902514	1.29614555901365	0.191836734693878	0.966059602649007	0.597547533755856	2.88602412304968	1.31238214959145
"EIF2AK2"	0.473056355409297	0.307099697885196	0.26762713481538	0.311008840983408	0.561421101640284	0.301118955641401	0.174941480842676	0.481293026040108	0.204766852838031	0.223997160099397	0.243613138686131	0.443396226415094	0.14622693021732	0.5	0.558746736292428	1.82575757575758	0.244227809132889	0.985396217380895	0.0979591836734694	0.600165562913907	0.0573160650316892	0.365054774814651	0.756442489000628
"ISG15"	0.951254627725216	0.641616314199396	0.474954679896956	0.407533002301078	1.09949144044123	0.554216065005994	0.297770112110386	1.50703382220892	0.231848291985972	0.389421370252041	0.551094890510949	1.43396226415094	0.600851807360489	0.309734513274336	1.49738903394256	5.21969696969697	0.894817855310416	1.50011970313622	0.2	0.813741721854305	0.756682281620281	0.769613809892663	3.63324952859837
"STAT1"	0.888934594816948	0.469410876132931	0.526858124224788	0.322756449073513	1.05243177422821	0.47162648195018	0.347911790070223	0.943130799161928	0.399402519807767	0.438409655662052	0.460766423357664	0.518867924528302	0.199410287211969	0.797935103244838	1.25587467362924	3.03787878787879	0.810672139558748	0.606416088101508	0.155102040816327	1.02566225165563	0.0826674014880132	1.15713179152374	0.908862350722816
"GBP1"	0.632044426162073	0.206646525679758	0.22784085488026	0.0939808647208429	0.324117183582838	0.202477687491674	0.139583589996304	0.692906315474409	0.0751396285231848	0.194178203762868	0.238138686131387	0.10377358490566	0.114120345091187	0.0486725663716814	1.10443864229765	1.37878787878788	0.458696767573114	0.949724682786689	0	0.357615894039735	0.0505648939101681	0.695031537014496	0.592394720301697
"EPSTI1"	0.939531057178116	0.204833836858006	0.135864898387558	0.205643696257721	0.392880166177208	0.140535500199814	0.0666502402365406	0.502544148458545	0.0954669437589297	0.0610578629747959	0.192518248175182	0.179245283018868	0.111608605438462	0.151917404129794	0.454308093994778	1.1969696969697	0.355566957414058	0.207325831936797	0.0285714285714286	0.29387417218543	0.0491871038853679	0.296226623879606	0.152105593966059
"SAMD9L"	0.784862196626902	0.266767371601208	0.164678942848965	0.293447983529127	0.309433421674665	0.202144664979353	0.101638536405076	0.507632445375636	0.103325107156774	0.108626198083067	0.155109489051095	0.660377358490566	0.111499399366605	0.185840707964602	0.348563968668407	1.09090909090909	0.186762442278091	0.237251615992339	0.0571428571428571	0.138796909492274	0.0236979884265638	0.0420493526612814	0.0656819610307982
"MX2"	0.33833813245578	0.244788519637462	0.236427821772732	0.240402083081022	0.728529474965977	0.219262022112695	0.207096217814463	0.832984136486082	0.304065463047149	0.210507632232872	0.182481751824818	0.19811320754717	0.100687998252703	0.297935103244838	0.147519582245431	1.53030303030303	0.216521292970754	0.146756045008379	0.0326530612244898	0.336092715231788	0.0338936346100854	0.0999225406661503	0.521684475172847
"ISG20"	1.289592760181	0.652114803625378	1.25484209521992	1.39723870655202	0.137955733829955	0.805381643799121	0.81963779721572	0.27087698293924	0.117677620470191	1.16755413560525	1.66149635036496	10.4716981132075	0.902478977831167	0.458702064896755	1.61879895561358	3	0.349409953822473	0.313861623174527	0.0122448979591837	0.126655629139073	1.7751446679526	0.172955626867323	0.170647391577624
"LY6E"	1.10242698477993	1.38829305135952	1.10218490602042	1.02131524766864	1.23909462072917	1.179432529639	0.664531230750277	3.43639628853637	0.306987920509157	0.812921547745829	0.729014598540146	1.47169811320755	0.569509664737359	0.479351032448378	2.79373368146214	3.23484848484848	0.45767060030785	2.02705290878621	0.240816326530612	3.40452538631347	0.31248277762469	1.44395263915016	1.23130106851037
"IRF9"	0.311600164541341	0.240785498489426	0.225932640015266	0.237858786484195	0.16904233221116	0.201078992939923	0.175803868424295	0.309787488775816	0.0951422262631511	0.206957756478523	0.227189781021898	0.358490566037736	0.134978704815988	0.398230088495575	0.4177545691906	0.757575757575758	0.142637249871729	0.470672731625569	0.0612244897959184	0.303256070640177	0.043675943786167	0.528493969237579	0.375864236329353
"C19orf66"	0.526943644590703	0.291842900302115	0.266100562923385	0.22744338137338	0.249480696225199	0.278273611296124	0.206480226684736	0.270278359772523	0.132874399272633	0.247781327653532	0.239963503649635	0.377358490566038	0.194059189690947	0.123893805309735	0.284595300261097	0.75	0.0913288866085172	0.0423749102226478	0.00816326530612245	0.0328366445916115	0.0854229815376137	0.0532256279738851	0.103079824010057
"TRIM22"	0.635129576306047	0.518353474320242	0.396336227459212	0.642727382826693	0.619224983883676	0.459571067004129	0.318097819391401	0.794372942232864	0.296337186647617	0.314873979410721	0.433394160583942	0.188679245283019	0.207054712242001	1.3716814159292	0.493472584856397	1.40151515151515	0.234479220112878	0.469236293990903	0.0204081632653061	0.324227373068433	0.0530449159548085	0.343808786101582	0.148648648648649
"SP100"	0.929452900041135	0.802643504531722	0.779601183093216	1.42921157805498	0.845856314017621	0.762155321699747	0.53997782431933	1.00269380425022	0.533510845564359	0.61945331913383	0.769160583941606	1.16037735849057	0.411379272687561	0.749262536873156	1.22845953002611	1.99242424242424	0.553617239610056	2.19104620541058	0.191836734693878	0.84878587196468	0.0806007164508129	0.810335288259378	1.1125078566939
"CD48"	2.27005347593583	2.35506042296073	3.67092834653182	2.71648298413467	2.94606403552754	2.70720660716664	3.14303314032278	5.30410056869201	1.59592154825302	3.69542066027689	2.41605839416058	3.76415094339623	0.942229987987332	1.29203539823009	2.12402088772846	4.15909090909091	0.769625448948179	0.0186736892506584	0.195918367346939	0.0372516556291391	0.0771562413888123	0.02611486112648	0.0125707102451289
"RARRES3"	0.456807897984369	1.53285498489426	1.27525999427536	0.462758871260748	0.446099849580976	1.39443186359398	0.936676111863989	0.846752469320563	0.226457981556046	1.14731984380547	1.01094890510949	2.08490566037736	0.441301736376543	0.275811209439528	1.51305483028721	1.85606060606061	0.0677270395074397	0.0225041896097678	0.00816326530612245	0.0482891832229581	0.0996142187930559	0.0157131791523736	0.0499685732243872
"SAMD9"	0.379679144385027	0.458836858006042	0.358744394618834	0.404020830810222	0.358856815414369	0.408618622618889	0.27965997289639	0.586351391798863	0.183075724120016	0.335463258785943	0.431569343065693	0.433962264150943	0.224964508026646	0.333333333333333	0.528720626631854	1.29545454545455	0.125192406362237	0.132391668661719	0.0530612244897959	0.0844370860927152	0.12234775420226	0.194976208918889	0.0898805782526713
"BST2"	1.62957630604689	0.998111782477341	0.569506726457399	0.670219207944774	1.40534345677244	0.702011455974424	0.423185906122952	2.00868003591739	0.707299649305105	0.538161164359247	0.43521897810219	1.65094339622642	0.33471661024353	2.18436578171091	1.32506527415144	1.64393939393939	0.855823499230375	1.44338041656691	0.636734693877551	0.720198675496689	0.0957564067236153	0.160894102025008	1.32526712759271
"IFITM1"	0.185726038667215	0.437009063444109	0.475908787329453	0.0996730047232651	0.0129646873433135	0.361129612361796	0.351607736848589	0.131098473510925	0.0254578516690479	0.374866879659212	0.262773722627737	0.283018867924528	0.745331440428088	0.0589970501474926	0.595300261096606	0.962121212121212	0.0872242175474602	1.98635384247067	0.0530612244897959	0.731788079470199	0.107192063929457	0.445280513444727	1.93557510999371
"SLFN5"	0.406828465651995	0.732779456193353	0.924148459116497	0.189051713697469	0.201633120836616	0.714599706940189	0.735739805346803	0.499251721041604	0.150019483049747	0.947106851260206	1.18886861313869	0.254716981132075	0.518838047395435	0.153392330383481	0.89556135770235	1.53030303030303	0.189840944073884	1.05171175484798	0.16734693877551	0.459437086092715	0.0975475337558556	0.125594777027775	0.452859836580767
"SMCHD1"	0.989921842863019	0.988746223564955	1.09302547466845	1.53251786363086	1.43392307141322	1.04402557612895	0.805223604780091	1.63304399880275	0.988699831146902	0.702165424210153	1.39963503649635	2.12264150943396	0.7138800917331	0.912979351032448	1.60835509138381	2.20454545454545	0.577732170343766	0.820684701939191	0.130612244897959	0.408940397350993	0.118765500137779	0.286046254287927	0.586737900691389
"PHF11"	0.756478815302345	0.351283987915408	0.370289094552047	0.367445803560615	0.431344459565934	0.359597708805115	0.271036097080202	0.526189763543849	0.218924535653981	0.278665246716365	0.396897810218978	0.443396226415094	0.225292126242219	0.42330383480826	0.513054830287206	0.939393939393939	0.218573627501283	0.430691884127364	0.0816326530612245	0.408940397350993	0.114356572058418	0.366935930065287	0.385920804525456
"IL2RG"	1.40394899218429	1.49569486404834	1.67388607957256	1.05885914981228	0.298904089964902	1.50965765285733	0.996180854995688	0.472612990122718	0.20067541239122	1.14412495562655	1.35127737226277	1.66037735849057	0.677186851588948	1.18436578171091	2.40992167101828	1.83333333333333	0.48435094920472	0.128800574575054	0.195918367346939	0.0234547461368653	0.12510333425186	0.0226845191988492	0.0307982401005657
"UBE2L6"	0.473262032085562	0.359969788519637	0.291479820627803	0.273586048201526	0.578898359716353	0.300319701611829	0.18947887150425	0.815624064651302	0.211001428756981	0.21618743343983	0.281934306569343	0.5	0.176149393906301	0.454277286135693	0.823759791122715	1.03787878787879	0.246793227296049	0.516159923389993	0.073469387755102	0.437086092715232	0.0992008817856159	0.766736748921102	0.414833438089252
"PSMB9"	2.73056355409297	1.32719033232628	1.09445663581719	1.08731984982439	1.22455411503474	1.18489409884108	0.588764321793766	2.4483687518707	0.567541239121964	0.730919417820376	0.985401459854015	2.58490566037736	0.765097739434313	1.08702064896755	4.22323759791123	2.24242424242424	0.704463827603899	1.39071103662916	0.102040816326531	0.657560706401766	0.184072747313309	0.646342812880381	0.888120678818353
"ADAR"	1.08453311394488	0.668051359516616	0.491269916992653	0.56231076662226	0.946493804168756	0.598641268149727	0.36762350622151	1.11463633642622	0.470840368879075	0.442314518991835	0.470802919708029	0.952830188679245	0.330675985584798	0.874631268436578	1.03916449086162	1.28030303030303	0.496664956387891	1.1987072061288	0.130612244897959	0.547185430463576	0.115321025075778	0.659732212017262	0.805468258956631
"RNF213"	2.17030028794735	1.93058912386707	1.16076710237573	0.896572605062371	1.76097700737769	1.70474224057546	0.721079216459283	2.25202035318767	0.809066112482141	1.03798367057153	1.01824817518248	1.44339622641509	0.815004914273234	1.63864306784661	2.15404699738903	2.88636363636364	0.772703950743971	0.420876226957146	0.118367346938776	0.365894039735099	0.18710388536787	0.412194312271772	0.424261470773099
"GIMAP4"	0.479432332373509	0.933006042296073	1.25398339853067	0.284122562674095	1.02915263949574	0.943985613427468	1.09473943575213	1.30290332235858	0.599623327704897	1.02094426695066	0.969890510948905	0.292452830188679	0.690073168068145	0.18141592920354	1.8355091383812	1.84848484848485	0.296562339661365	2.008618625808	0.0122448979591837	0.021523178807947	0.115045467070818	0.022905831581277	0.0427404148334381
"SYNE2"	0.316330728095434	1.59833836858006	1.51092453010209	0.519801380646724	0.0242819282286369	1.79266018382843	0.550080078846865	0.0407063753367255	0.156383945967009	0.539226127085552	1.64233576642336	0.424528301886792	0.829420115758436	0.3023598820059	2.3668407310705	1.98484848484848	0.0974858902001026	4.12592769930572	0.0530612244897959	0.390452538631347	0.135298980435382	1.70211353325219	1.39786297925833
"DCN"	0.0131633072809543	0.000302114803625378	0.00019082148649938	0.000121109361753664	0.00114604970990617	0	0.000492792903782186	0	0.000584491492401611	0	0.00182481751824818	0	0.0172545593535001	0.00147492625368732	0.0626631853785901	0	0.0569522832221652	0.289920995930093	0.0163265306122449	56.9834437086093	0.0176357123174428	0.681199513112759	1.20144563167819
"COL1A1"	0.027972027972028	0.000377643504531722	0.00152657189199504	0.0013322029792903	0.00143256213738271	0.000666045024643666	0.00110878403350992	0	0.00142875698142616	0.00212992545260916	0.00273722627737226	0.0188679245283019	0.0245713661679589	0.0103244837758112	0.0613577023498695	0	0.0528476141611083	1.36006703375628	0.036734693877551	53.4530905077263	0.0405070267291265	0.621002545092398	17.4079195474544
"COL1A2"	0.191896338955162	0.000302114803625378	0.00028623222974907	0	0.00164744645799012	0	0.000123198225945546	0	0.00175347447720483	0	0.000912408759124088	0.00943396226415094	0.0230424811619526	0.00442477876106195	0.0261096605744125	0	0.0631092868137506	1.29135743356476	0.0326530612244898	43.485651214128	0.0256268944612841	0.454243664933053	15.1021370207417
"COL3A1"	0.00493624023035788	0.000377643504531722	0.00038164297299876	0	0.00114604970990617	0	0.000246396451891093	0	0.00103909598649175	0	0.000912408759124088	0	0.019438680790652	0.0132743362831858	0.0300261096605744	0	0.0723447922011288	1.20277711276035	0.0653061224489796	41.1887417218543	0.0140534582529622	0.454575633506695	13.8384663733501
"CCDC80"	0.0267379679144385	0.000906344410876133	0.00028623222974907	0.00145331234104396	0.00272186806102715	0.000532836019714933	0.000369594677836639	0.00179586950014966	0.00259773996622938	0.00035498757543486	0.000912408759124088	0	0.0103745768264716	0.0103244837758112	0.0169712793733681	0	0.0446382760389944	0.268613837682547	0.036734693877551	18.0789183222958	0.0148801322678424	0.100807790195861	1.61847894406034
"COL6A1"	0.0427807486631016	0.00347432024169184	0.00858696689247209	0.00205885914981228	0.00179070267172839	0.00686026375382976	0.00800788468646052	0.000299311583358276	0.00175347447720483	0.015264465743699	0.00182481751824818	0.00943396226415094	0.0222780386589494	0.00147492625368732	0.0339425587467363	0.0227272727272727	0.0944073884043099	0.942303088340915	0.0122448979591837	18.5971302428256	0.591347478644255	0.206705765187562	8.22847265870522
"CFD"	0.446318387494858	0.743957703927492	0.0413128518271157	0.355334867385249	2.61628823150204	0.367923271613161	0.0390538376247382	6.59952110146663	1.21645668268606	0.060702875399361	0.0282846715328467	0.584905660377358	0.0630119034618325	0.287610619469027	0.321148825065274	0.0378787878787879	0.894817855310416	0.253770648790998	0.0122448979591837	37.401766004415	0.0451915128134472	0.678875733097267	1.01162790697674
"SFRP2"	0.000617030028794735	0.000151057401812689	0	0	0.000358140534345677	0	0	0	0.000129886998311469	0	0	0	0.00425903680244622	0	0.0156657963446475	0	0.00923550538737814	0.0500359109408667	0.0122448979591837	12.1150662251656	0.00316891705704051	0.0693814318911143	0.160276555625393
"COL6A2"	0.0458658988070753	0.111404833836858	0.026142543650415	0.0217996851156594	0.00300838048850369	0.137405088583988	0.0262412221264014	0.00149655791679138	0.00584491492401611	0.0454384096556621	0.0182481751824818	0.0283018867924528	0.0384405372938735	0.0250737463126844	0.0483028720626632	0.053030303030303	0.0790148794253463	0.841513047641848	0.0408163265306122	20.9944812362031	0.600440892807936	0.207148389952418	13.6574481458202
"COL6A3"	0.0125462772521596	0.00151057401812689	0.00372101898673791	0.0013322029792903	0.00107442160303703	0.00146529905421606	0.00357274855242085	0.000299311583358276	0.000909208988180283	0.00674476393326234	0.00547445255474453	0	0.0185650322157912	0.00589970501474926	0.0456919060052219	0	0.0225756798358132	0.434522384486474	0.0204081632653061	14.3325055187638	0.00744006613392119	0.10501272546199	4.45663104965431
"PTGDS"	0.0296174413821473	0.792900302114804	0.0240435072989219	0.0664890396027613	0.0119618938471456	0.0739976022379113	0.00579031661944068	0.0131697096677641	0.0240290946876218	0.00461483848065318	0.0136861313868613	0.150943396226415	0.0101561646827564	18.4115044247788	0.0509138381201044	0.0227272727272727	0.0702924576706003	0.300694278190089	0.0122448979591837	13.610651214128	0.00537338109672086	0.128914462764192	0.25801382778127
"APOE"	0.421020156314274	0.00264350453172205	0.00181280412174411	0.0013322029792903	0.00594513287013824	0.00106567203942987	0.0016015769372921	0.00149655791679138	0.00318223145863099	0.00212992545260916	0.00273722627737226	0.0188679245283019	0.122638418696079	0.0117994100294985	0.328981723237598	0	2.41559774243202	1.2283935839119	0.0612244897959184	18.707229580574	0.713970790851474	3.54863339603851	14.7655562539283
"APOD"	0.0189222542163719	0	0	0.000605546808768318	0.000214884320607406	0	0	0	0.000389660994934407	0	0	0	0.00906410396418041	0	0.00130548302872063	0	0.0169317598768599	0.753890351927221	0.00408163265306122	13.3650662251656	0.0181868283273629	0.118180812216444	0.689189189189189
"MMP2"	0.00761003702180173	0	0	0.000121109361753664	0.000358140534345677	0	0	0	0.000129886998311469	0	0	0	0.00666157038331331	0.00147492625368732	0.00783289817232376	0	0.0472036942021549	0.518553986114436	0.00816326530612245	11.6192052980132	0.00730228713144117	0.0702666814208255	0.223444374607165
"C1R"	0.0156314273961333	0.00672205438066465	0.00343478675698884	0.00242218723507327	0.00401117398467159	0.0041960836552551	0.00394234323025748	0.00179586950014966	0.00298740096116379	0.00390486332978346	0.00273722627737226	0	0.0114666375450475	0.00737463126843658	0.0900783289817232	0.00757575757575758	0.025654181631606	0.591333492937515	0.00816326530612245	12.435706401766	0.0257646734637641	0.901184021245989	3.01602765556254
"LUM"	0.00246812011517894	0	0	0	0.000501396748083948	0	0	0	0.000194830497467204	0	0.000912408759124088	0	0.00578792180845255	0	0.00652741514360313	0	0.012827090815803	0.084271007900407	0.0163265306122449	12.4831677704194	0.00358225406448057	0.0889675777359743	0.499685732243872
"FBLN1"	0.00226244343891403	0	0	0	0.000214884320607406	0	0	0	0.000194830497467204	0	0	0	0.00535109752102217	0	0.0378590078328982	0	0.017444843509492	0.100550634426622	0.0122448979591837	9.53532008830022	0.0119867732157619	0.22252960053115	0.285669390320553
"NNMT"	0.00699300699300699	0.000604229607250755	0	0	0.000501396748083948	0	0	0	0.000974152487336018	0	0	0	0.0092825161078956	0	0.0261096605744125	0	0.0456644433042586	2.66459181230548	0.0122448979591837	14.7673841059603	0.0135023422430422	0.143963704769282	3.1269641734758
