"Natural killer (NK) cell"	"CD4+ T cell"	"Monocyte:CD16+"	"Monocyte:CD16-"	"Naive CD4+ T cell"	"Natural killer T (NKT) cell"	"Neutrophil"	"Megakaryocyte"	"B cell"	"Dendritic cell"	"Regulatory T (Treg) cell"	"Naive CD8+ T cell"	"Plasmacytoid dendritic cell"	"Plasma cell"	"Exhausted CD8+ T cell"	"MKI67+ progenitor cell"	"Endothelial cell"	"Macrophages"	"Mast cell"	"keratinocyte"	"Basal cell"	"Myofibroblast"	"Fibroblast"
"AGAP1"	0.0480692763099761	0.00950066283694211	0.000476417341591234	0.000655881066899869	0.000511583717021121	0.0559697925628525	0.00306911408841409	0.0379068809229501	0.00959986407272109	0.00752508361204013	0.000586166471277843	0.00133971291866029	0.00629496402877698	0.0153846153846154	0.00803212851405622	0.150093808630394	2.05835331734612	0.163934426229508	2.05263157894737	0.00832532821005444	0.854451248233632	2.09832635983264	2.404
"ARHGAP18"	0.120129009454803	0.0461039917513625	0.14078132444021	0.181824806879464	0.0105970912811518	0.0980785775738457	0.0819807590155226	0.378244746600742	0.0729759578625435	0.354096989966555	0.0498241500586166	0.00708133971291866	0.47931654676259	0.253846153846154	0.0481927710843374	0.354596622889306	0.53796962430056	2.30601092896175	2.92631578947368	0.0131284021773935	0.133301931229392	0.155857740585774	0.282
"CPM"	0.0333568967040735	0.00802769185447047	0.0871843735111958	0.195088179565661	0.00518892055835709	0.0279132014147787	0.0852269373782683	0.0436753193242686	0.0316030923455951	0.213210702341137	0.0175849941383353	0.00172248803827751	0.0224820143884892	0.0538461538461538	0.00401606425702811	0.0694183864915572	0.360511590727418	0.713114754098361	1.67368421052632	0.0989433237271854	0.211022138483278	1.21129707112971	0.066
"PRKCE"	0.0330918087832464	0.0149506554720872	0.0974273463554073	0.0786328523538843	0.0106701746692977	0.0288213363923143	0.0312223337071357	0.322208487845076	0.11112055050548	0.135033444816054	0.0105509964830012	0.00976076555023923	0.0485611510791367	0.0230769230769231	0.0160642570281124	0.161350844277674	5.22462030375699	1.56830601092896	1.81052631578947	0.0115273775216138	0.758360810174282	2.30439330543933	2.76333333333333
"EXOC6B"	0.0334010780242114	0.0309323906319046	0.0519294902334445	0.0384054802506923	0.0300372725279544	0.0362776025236593	0.0257923626276338	0.161516275236918	0.0321128196414918	0.0639632107023411	0.0263774912075029	0.0325358851674641	0.0350719424460432	0.0230769230769231	0.0120481927710843	0.515947467166979	3.57553956834532	0.688524590163934	1.65263157894737	0.141850784502081	6.63824776260009	1.73326359832636	1.912
"FER"	0.0599098701069188	0.0427898070408013	0.0674130538351596	0.0865763008307827	0.0369801944018125	0.0570691138514482	0.0456235613527711	0.11413267408323	0.0787528672160394	0.191053511705686	0.02989449003517	0.0409569377990431	0.143884892086331	0.1	0.036144578313253	0.25891181988743	1.17825739408473	1.04098360655738	3	0.269932756964457	2.5115402731983	0.884937238493724	1.242
"ELL2"	0.0524874083237607	0.0366033289144204	0.0819437827536922	0.113394548899577	0.0140320105240079	0.0482745435426823	0.0526471109012572	0.683971981870622	0.0659247302693059	0.119147157190635	0.0316529894490035	0.0164593301435407	0.0377697841726619	1.53076923076923	0.0281124497991968	0.382739212007505	0.908872901678657	2.09836065573771	2.66315789473684	2.67819404418828	3.75741874705605	5.05543933054393	1.55866666666667
"SGK1"	0.164707961473889	0.0751215201060539	0.404716531681753	0.981125200408104	0.0437769494993788	0.143246343561801	0.36073894823821	0.163988463123197	0.11112055050548	1.19230769230769	0.0574443141852286	0.0637320574162679	0.102517985611511	0.261538461538462	0.0481927710843374	0.345215759849906	2.08473221422862	8.07923497267759	7.13684210526316	3.77937880243356	1.92651907677814	0.789748953974895	0.687333333333333
"SMYD3"	0.0686577714942122	0.0610546472234497	0.030490709861839	0.0232473400378954	0.0472849521303808	0.065624701271389	0.0157587204155108	0.314379892871858	0.0631212301418741	0.0769230769230769	0.0468933177022274	0.0690909090909091	0.0764388489208633	0.153846153846154	0.0481927710843374	0.26078799249531	2.46922462030376	0.734972677595628	3.92631578947368	0.00960614793467819	1.28403203014602	1.37238493723849	2.19466666666667
"TNIK"	0.242511266236635	0.245028722934158	0.0159599809433063	0.0162512753242967	0.173280713293868	0.227224930694962	0.0326388479017884	0.613102595797281	0.0824908673859485	0.0397157190635452	0.265533411488863	0.174162679425837	0.0566546762589928	0.146153846153846	0.244979919678715	0.448405253283302	0.0847322142286171	0.0601092896174863	2.97894736842105	0.0032020493115594	0.11822892133773	0.312761506276151	0.196
"RAPGEF2"	0.0685694088539366	0.0323317130652526	0.155073844687947	0.187363358111063	0.013958927135862	0.0606538571838256	0.0982706722540282	0.328388957560775	0.0561549570979526	0.198996655518395	0.0211019929660023	0.012822966507177	0.158273381294964	0.353846153846154	0.0160642570281124	0.360225140712946	4.10551558752998	1.91256830601093	1.82105263157895	0.0899775856548191	2.30098916627414	2.26569037656904	1.55866666666667
"TRIO"	0.0636652823186357	0.0045662100456621	0.170795616960457	0.19960647135986	0.00365416940729372	0.034365739413058	0.0814495661925279	0.0914709517923362	0.145866961175771	0.400919732441472	0.0105509964830012	0.0030622009569378	0.108812949640288	0.388461538461538	0.0120481927710843	0.311444652908068	8.16466826538769	2.63387978142076	1.93684210526316	0.106308037143772	1.46679227508243	1.47175732217573	1.88866666666667
"SLC44A1"	0.0948572943359548	0.0505229046987774	0.163649356836589	0.317446436379537	0.0434846159467953	0.0779562183347672	0.184855102402172	0.108776266996292	0.086483731203806	0.385033444816054	0.0439624853458382	0.0401913875598086	0.155575539568345	1.34615384615385	0.0642570281124498	0.287054409005629	0.635491606714628	0.508196721311475	2.63157894736842	0.0345821325648415	0.648610456900612	0.418410041841004	0.889333333333333
"LGALS3"	0.564769815322082	0.23663278833407	2.85421629347308	2.77656318320944	0.0124241759847987	0.464678329031641	1.03871805465384	0.627523691800577	0.305241695692804	3.03344481605351	0.359320046893318	0.0141626794258373	0.234712230215827	0.953846153846154	0.108433734939759	1.50281425891182	13.4572342126299	5.47540983606557	4.72631578947368	2.60774895933397	16.5204898728215	4.45188284518828	14.824
"PRDX1"	0.493151895378634	0.560760053026955	1.69461648404002	1.07061652820289	0.244025433019075	0.532167096835867	0.502331346278699	0.685620107128142	0.577605980800272	2.13628762541806	0.532239155920281	0.2911004784689	1.07194244604317	2.71538461538462	0.48995983935743	3.80675422138837	5.27338129496403	6.9016393442623	5.01052631578947	0.760166506564201	7.73575129533679	3.48326359832636	3.54133333333333
"CAMK1D"	0.159892197578864	0.111724849020474	0.390662220104812	0.259218772773648	0.0992472411020975	0.129433132587707	0.0854630230773771	0.626699629171817	0.387307790332172	0.637541806020067	0.0674091441969519	0.0805741626794258	0.160971223021583	0.338461538461538	0.0963855421686747	0.470919324577861	4.63868904876099	2.94262295081967	2.72631578947368	0.114953570284982	2.77343382006594	1.51778242677824	3.01933333333333
"JARID2"	0.30127242201997	0.12417145382236	0.382801333968556	0.65026963999417	0.0949353212014909	0.234155434470892	0.317240158177418	0.903172641120725	0.285702149350098	1.06103678929766	0.116647127784291	0.118851674641148	0.522482014388489	0.446153846153846	0.124497991967871	0.99437148217636	2.78337330135891	8.09836065573771	3.32631578947368	0.0659622158181236	4.91097503532737	1.86401673640167	1.00933333333333
"RERE"	0.224485287620394	0.182722050375608	0.367317770366841	0.280352718262644	0.176204048819703	0.193050377592964	0.143953255031576	0.38566131025958	0.538866706312123	0.475752508361204	0.167643610785463	0.166507177033493	0.746402877697842	0.480769230769231	0.228915662650602	0.684803001876173	6.55555555555556	2.04644808743169	2.71578947368421	0.0509125840537944	3.03438530381536	1.73326359832636	2.26133333333333
"PLIN2"	0.226252540425908	0.215422006186478	0.69890424011434	0.495263081183501	0.121903091427319	0.253656438199025	0.232662456471699	0.336629583848372	0.161923370996517	0.420986622073579	0.145369284876905	0.147177033492823	0.160971223021583	0.292307692307692	0.168674698795181	0.521575984990619	2.47242206235012	1.93169398907104	2.82105263157895	0.294588536663465	0.808290155440414	0.611924686192469	1.60066666666667
"ACSL4"	0.190465671114253	0.0667992340550891	0.588375416865174	0.60144293834718	0.0385149455528758	0.169295478443743	0.311633122823585	0.19365471775855	0.140684733667488	0.597408026755853	0.0937866354044549	0.0457416267942584	0.373201438848921	0.392307692307692	0.0401606425702811	0.390243902439024	0.646682653876898	1.37978142076503	2.78947368421053	0.0153698366954851	0.350918511540273	0.28765690376569	0.356666666666667
"MT2A"	0.865998056021914	0.504050670201797	3.25083373034778	1.4784288004664	0.246802601768618	0.901586846381799	0.437230714749454	3.76390605686032	0.352986152408461	2.02759197324415	0.446072684642438	0.421435406698565	0.404676258992806	0.553846153846154	1.52610441767068	9.62476547842402	30.7490007993605	10.2650273224044	13.9473684210526	2.2616074287544	14.9133301931229	81.2144351464435	18.0273333333333
"PPBP"	0.0330476274631086	0.0227574016791869	0.0485945688423059	0.0535636204634893	0.0380033618358547	0.0252365930599369	0.0345275334946586	7.21054800164813	0.0517373205335146	0.0602006688963211	0.0281359906213365	0.03311004784689	0.0899280575539568	0.130769230769231	0.00401606425702811	0.0356472795497186	0.000799360511590727	0.183060109289617	0	0.00288184438040346	0.00141309467734338	0	0
"PF4"	0.0167447203322435	0.0119310649580203	0.0188184849928537	0.0241947238011952	0.0201710151282613	0.0173023611509416	0.015817741840288	3.93283889575608	0.0261660011893637	0.0229933110367893	0.018757327080891	0.0183732057416268	0.0377697841726619	0.0538461538461538	0.00803212851405622	0.0075046904315197	0.00559552358113509	0	0	0	0	0	0.000666666666666667
"RAP1B"	1.30356985066714	0.592797171895714	2.49094807050977	1.05123159889229	0.553387415040561	1.05176369371953	0.528536858879773	2.12978986402967	0.729759578625435	1.67851170568562	0.500586166471278	0.736076555023923	1.08093525179856	1.27692307692308	0.646586345381526	2.20825515947467	8.27657873701039	4.49453551912568	1	0.847902657700929	4.05040037682525	3.2092050209205	2.944
"TPM4"	0.534373067067244	0.341140079540433	0.704621248213435	1.11332167322548	0.107140247021852	0.454449861389924	0.464911762969958	1.35599505562423	0.441763656443803	2.60409698996656	0.32063305978898	0.103540669856459	1.25629496402878	1.61538461538462	0.228915662650602	2.82926829268293	6.47961630695444	2.86885245901639	0.936842105263158	0.716618635926993	3.6288271314178	3.98535564853557	3.026
"RGS10"	0.475788636564461	0.763440860215054	1.06383992377323	0.911237428946218	1.05627420887232	0.593776885574993	0.331051171575282	1.60692212608158	0.36657888029904	3.16429765886288	0.603751465416178	1.50162679425837	1.05935251798561	0.557692307692308	0.803212851405622	1.5140712945591	0.0807354116706635	1.83879781420765	0.242105263157895	0.490874159462056	0.325953838907207	0.299163179916318	0.695333333333333
"MT-ND6"	0.64191040028276	0.651495065547209	0.617198666031444	0.395860661711121	0.680991010743258	0.625657202944269	0.286430974443723	1.42068397198187	0.789822444991929	1.03010033444816	0.583235638921454	0.684210526315789	0.914568345323741	2.34615384615385	0.586345381526104	2.54971857410882	10.4292565947242	7.07377049180328	1.68421052631579	0.18924111431316	12.296278850683	7.38598326359833	6.01866666666667
"DYNLL1"	0.822744543606963	0.562159375460303	1.68413530252501	1.43645241218481	0.19805598187532	0.689465634260587	0.631293159416868	1.28471363823651	0.726701214850055	3.7930602006689	0.545134818288394	0.208995215311005	2.19514388489209	3.20769230769231	0.36144578313253	3.80300187617261	5.80655475619504	3.35792349726776	1.67368421052632	4.4665385846942	15.2972209138012	3.94874476987448	4.79533333333333
"CCL5"	8.64836087302289	1.68618353218442	0.155073844687947	0.168925812563766	0.105678579258934	12.5060223687984	0.632473587912412	3.83353934899052	1.5503355704698	0.914715719063545	0.456037514654162	0.284976076555024	1.27517985611511	1.61153846153846	3.04819277108434	10.3227016885553	0.0303756994404476	0.10655737704918	0	0.0547550432276657	0.041921808761187	0.0292887029288703	0.0193333333333333
"TMSB4X"	37.8444817531148	37.2808219178082	85.424249642687	54.1900597580528	21.2841482131112	38.5922951916643	26.1156819925633	38.4029666254635	31.2092430549656	160.974498327759	29.7860492379836	25.0187559808612	34.2374100719424	32.9884615384615	37.0682730923695	99.8574108818011	70.8489208633093	113.051912568306	3.36842105263158	9.3422990714057	18.2515308525671	22.5387029288703	26.448
"NAP1L1"	1.90028276044888	2.3257475327736	10.3203906622201	2.90941553709372	2.1301615142878	1.65868463817991	1.26057959039131	2.73053152039555	2.92277631467165	7.68018394648829	2.16471277842907	2.55980861244019	4.56654676258993	2.84230769230769	2.13654618473896	6.3733583489681	4.77937649880096	3.18579234972678	0.863157894736842	1.62728146013449	3.53603391427226	3.43514644351464	3.13866666666667
"MYL12A"	3.84938587965008	3.77301517160112	3.90805145307289	2.56114269056989	2.065628882555	3.78496319663512	1.4593637490409	3.47878038730944	2.49927788633081	8.63837792642141	2.37456037514654	2.44861244019139	7.58812949640288	3.80769230769231	4.02008032128514	7.64165103189493	8.92565947242206	3.97267759562842	1.41052631578947	4.37239833493436	3.94912859161564	2.57112970711297	2.92
"OST4"	1.74653176636918	2.29908675799087	2.28394473558838	2.07921585774668	1.5446904918512	2.04607590096549	1.0470990969722	2.20477956324681	1.85523744796534	4.88795986622074	1.59730363423212	1.99712918660287	4.32104316546763	6.88846153846154	2.21285140562249	4.14446529080675	3.57234212629896	2.41803278688525	1	0.643291706692283	4.46019783325483	1.91213389121339	2.81266666666667
"CDC42SE2"	0.910267738800035	1.17484165561938	0.595759885659838	0.554219501530389	0.84659796828181	1.05209826976388	0.338841999645871	2.2908941079522	0.825928128451279	1.54556856187291	0.871043376318875	1.09933014354067	1.19334532374101	1.60384615384615	1.24497991967871	1.5797373358349	2.83852917665867	2.91803278688525	1.03157894736842	0.0592379122638489	0.705605275553462	0.486401673640167	0.444
"MBP"	1.2662808164708	0.836794815142142	0.809671272034302	0.775688675120245	0.474238105678579	1.05812063856228	0.413090952015582	1.30861145447054	0.656103984368363	1.70275919732441	0.739742086752638	0.468325358851675	1.17356115107914	0.680769230769231	0.779116465863454	1.47279549718574	0.184652278177458	3.70491803278689	0.210526315789474	0.312840217739353	1.36363636363636	0.354602510460251	0.66
"OAZ1"	3.80264204294424	2.08646339667109	14.9097189137685	10.3088471068357	1.25761894321421	3.47571933849536	5.18308445965886	4.81211372064277	4.27406337609379	14.2236622073579	1.98534583821805	1.51540669856459	7.36151079136691	8.44615384615385	2.11244979919679	8.77485928705441	5.14788169464428	10.7650273224044	2.10526315789474	8.73262888248479	7.46867640131889	4.02510460251046	5.152
"TAGLN2"	1.32053547760007	1.48615407276477	1.91519771319676	3.12600204051887	0.523203975736315	1.37190517158971	1.134568848492	2.0123609394314	1.95803245263784	6.71446488294314	0.992966002344666	0.612248803827751	6.5773381294964	3.30769230769231	1.04016064257028	5.03564727954972	8.41886490807354	3.52185792349727	1.27368421052632	0.382965097662504	5.30852567121997	2.07635983263598	2.906
"STK4"	1.47804188389149	1.54595669465312	1.29847546450691	1.12002623524268	1.13469268435285	1.40813497753561	0.707548840229003	2.24145035022662	1.49587970435817	2.67516722408027	1.55099648300117	1.28746411483254	1.29946043165468	2.80769230769231	1.49397590361446	2.18949343339587	0.532374100719424	6.63114754098361	1.61052631578947	0.67114953570285	0.600094206311823	0.294979079497908	0.35
"GNAS"	1.69607669877176	1.88893798792164	3.33206288708909	2.62177525142108	1.42417598479866	1.84939298346238	1.19300005902142	2.38854552946024	2.50216634100756	6.63085284280936	1.55803048065651	2.03923444976077	6.71402877697842	7.33846153846154	1.86345381526104	6.24390243902439	13.4260591526779	7.42896174863388	1.38947368421053	1.54979186679475	4.7428167687235	8.18619246861925	8.84933333333333
"TLN1"	1.48449235663162	0.701576078951245	2.98689852310624	1.91612009911092	0.366220857998977	1.18301309626231	0.916130555391607	1.98887515451174	0.996261999830091	3.04933110367893	0.528722157092614	0.420095693779904	2.2886690647482	1.36923076923077	0.602409638554217	2.67542213883677	0.490807354116707	0.844262295081967	0.178947368421053	0.0515529939161063	0.364107395195478	1.23117154811715	0.476666666666667
"MYL6"	4.26809225059645	2.99550743850346	11.5390662220105	6.33734149540883	1.46641818314697	3.73071408087181	3.18845540931358	3.97651421508035	3.06108232095829	18.5990802675585	2.29249706916764	1.83177033492823	8.24910071942446	7.15384615384615	2.84738955823293	14.2120075046904	12.1430855315747	8.80054644808743	1.92631578947368	15.6455331412104	14.0861987753179	15.5481171548117	8.536
"GPX4"	0.98276928514624	1.06260126675504	2.48094330633635	2.52667249672059	0.807059855294891	0.974428830895708	1.02437584843298	1.34404614750721	1.12352391470563	6.97115384615385	0.739742086752638	0.957511961722488	1.92985611510791	1.73461538461538	0.823293172690763	2.48030018761726	2.44364508393285	5.16666666666667	0.778947368421053	1.00576368876081	2.23410268487989	2.67677824267782	5.186
"FNBP1"	0.963948042767518	0.99300338783326	1.16912815626489	0.961303017052908	0.626032302857561	1.04531115572125	0.524346337720593	2.3708281829419	1.0158015461728	2.76254180602007	0.920281359906213	0.70488038277512	1.55125899280576	1.26923076923077	0.967871485943775	2.40900562851782	1.72581934452438	9.86885245901639	0.410526315789474	0.141210374639769	1.29298162976919	1.20083682008368	2.23133333333333
"TNRC6B"	1.0238137315543	1.10598026218883	0.98642210576465	0.890394986153622	0.98121756924651	1.01677659879553	0.557103228471935	1.63988463123197	1.3516268796194	1.50627090301003	0.933177022274326	1.13856459330144	1.76618705035971	1.74230769230769	1.07228915662651	1.43714821763602	4.38689048760991	1.25409836065574	0.347368421052632	0.112071725904579	2.63165332077249	1.75836820083682	2.57133333333333
"MBNL1"	2.06127949103119	1.6998821623214	3.17508337303478	2.88733420784142	1.68661843163049	1.92787496415257	1.47364693383698	2.61104243922538	2.03975872907994	3.9435618729097	1.40679953106682	1.75368421052632	2.44604316546763	2.26923076923077	1.64658634538153	3.97748592870544	13.6354916067146	3.65027322404372	0.610526315789474	0.192122958693564	8.80923221855864	3.55230125523013	5.52333333333333
"ELF1"	0.881505699390298	1.0477979083812	1.33873272987137	1.08890832240198	0.637506394796463	0.938676990727464	0.564126778020421	1.33209723939019	1.07526973069408	1.55769230769231	0.982415005861665	0.830813397129187	1.21762589928058	1.25384615384615	1.23694779116466	1.78799249530957	5.98800959232614	4.3879781420765	1.72631578947368	1.07716938840858	2.13094677343382	1.62970711297071	3.398
"PTGES3"	0.999514005478484	1.10141405214317	3.11624583134826	1.36481562454453	0.74172330629248	1.0213172736832	0.659269314761258	1.67490729295426	1.0121485005522	2.59908026755853	1.00175849941383	0.815311004784689	2.07913669064748	2.25769230769231	1.06425702811245	4.51782363977486	6.54436450839329	5.29508196721311	1.43157894736842	1.22222222222222	7.46066886481394	3.64225941422594	4.014
"MTPN"	1.14036405407794	0.5896302842834	4.50690805145307	1.89957732109022	0.325440327413579	0.892170920562088	0.923685297763088	1.11578079934075	1.8149689915895	3.51546822742475	0.467760844079719	0.359617224880383	2.47931654676259	1.95	0.538152610441767	2.42213883677298	1.76099120703437	1.19672131147541	0.178947368421053	0.285943003522254	1.21290626471974	0.586820083682008	0.992
"STMN1"	0.156446054608112	0.116143761967889	0.0402572653644593	0.0287130155953943	0.18263538697654	0.167049039288787	0.0251431269550847	0.283889575607746	0.158270325375924	0.41680602006689	0.140679953106682	0.225645933014354	2.78057553956835	0.384615384615385	0.100401606425703	13.93808630394	1.60591526778577	0.740437158469945	0.568421052631579	0.4905539545309	1.16815826660386	0.657949790794979	0.816666666666667
"MKI67"	0.00684810462136609	0.00463985859478568	0.00166746069556932	0.00480979449059904	0.00292333552583498	0.00444508173214798	0.00419052115918078	0.015245158632056	0.00356809107127687	0.0317725752508361	0.00937866354044549	0.00746411483253588	0.00359712230215827	0.115384615384615	0.00803212851405622	4.97560975609756	0.0111910471622702	0.0136612021857923	0	0.00192122958693564	0.0786622703721149	0	0.0153333333333333
"TOP2A"	0.00547848369709287	0.0106053910737958	0.00238208670795617	0.00845357819559831	0.00248483519695973	0.00750406270911003	0.00554801392905625	0.0164812525751957	0.0109591368617789	0.0229933110367893	0.0117233294255569	0.00191387559808612	0.0170863309352518	0.0230769230769231	0.0120481927710843	4.68292682926829	0.0711430855315747	0.0601092896174863	0.0105263157894737	0.00768491834774256	0.307112576542628	0.0355648535564854	0.0653333333333333
"CENPF"	0.0136520279225943	0.0222418618353218	0.0109575988565984	0.0064859349948987	0.0244098516407221	0.0114233820858427	0.00690550669893171	0.0333745364647713	0.0179254099057005	0.0455685618729097	0.02989449003517	0.018755980861244	0.0512589928057554	0.134615384615385	0.00803212851405622	3.47467166979362	0.0607513988808953	0.0327868852459016	0	0.0102465577969901	0.153556288271314	0.0188284518828452	0.0346666666666667
"TYMS"	0.00543430237695502	0.00117837678597732	0.000952834683182468	0.00109313511149978	0.00124241759847987	0.00195965968836631	0.00188868559287021	0.0144210960032962	0.00203890918358678	0.0179765886287625	0.00117233294255569	0.0015311004784689	0.0431654676258993	0.138461538461538	0	3.50844277673546	0.171063149480416	0.0491803278688525	0	0.00832532821005444	0.343853038153556	0.107740585774059	0.132666666666667
"NUSAP1"	0.010029159671291	0.0125939019001326	0.01738923296808	0.0196035563328961	0.00219250164437623	0.0135264315075041	0.011863306380216	0.0300782859497322	0.0168210007645909	0.0593645484949833	0.022274325908558	0.00287081339712919	0.0773381294964029	0.107692307692308	0.00803212851405622	3.54409005628518	0.0247801758593125	0.0546448087431694	0	0.263848863272494	0.337729627885068	0.0282426778242678	0.0453333333333333
"KIAA0101"	0.00914553326853406	0.00390337310354986	0.00428775607432111	0.00269639994169946	0.00190016809179274	0.00673931746486952	0.00318715693796848	0.00782859497321796	0.0103644550165661	0.0464046822742475	0.0240328253223916	0.00325358851674641	0.0350719424460432	0.196153846153846	0	3.37898686679174	0.000799360511590727	0	0	0	0	0	0
"PTTG1"	0.0448440399399134	0.0563411400795404	0.0333492139113864	0.0171257834134966	0.0149820945699043	0.0632826689609024	0.0106238564598949	0.11536876802637	0.0400135927278906	0.191889632107023	0.118405627198124	0.0149282296650718	0.101618705035971	0.326923076923077	0.0321285140562249	3.48030018761726	0.134292565947242	0.729508196721312	0.0631578947368421	0.441882804995197	0.985398021667452	0.179916317991632	0.106666666666667
"PCNA"	0.0914111513652028	0.0666519369568419	0.107432110528823	0.0680658796093864	0.03259519111306	0.0773826594015868	0.0381868618308446	0.0869386073341574	0.0668592303117832	0.20066889632107	0.0545134818288394	0.0403827751196172	0.110611510791367	0.223076923076923	0.072289156626506	3.20637898686679	0.393285371702638	0.177595628415301	0.0631578947368421	0.181556195965418	0.76448422044277	0.222803347280335	0.342
"BIRC5"	0.00234160996730582	0.00066283694211224	0.00690805145307289	0.00262352426759948	0.000584667105166996	0.00071694866647548	0.00194770701764741	0.00453234445817882	0.0016141364370062	0.0146321070234114	0.00293083235638921	0.000956937799043062	0.00629496402877698	0.119230769230769	0.00401606425702811	2.0093808630394	0.0367705835331735	0.00819672131147541	0	0.0416266410502722	0.18370230805464	0.0115062761506276	0.024
"SMC4"	0.149995581867986	0.151495065547209	0.218437351119581	0.159816353301268	0.0709639698896441	0.132157537520314	0.0887682228649	0.15409971157808	0.162857871038994	0.319816053511706	0.208089097303634	0.0717703349282297	0.384892086330935	0.742307692307692	0.136546184738956	3.14821763602251	0.480415667466027	0.254098360655738	0.0421052631578947	0.2129362792187	0.736693358455016	0.26255230125523	0.218
"TPX2"	0.00490412653530087	0.00434526439829135	0.0014292520247737	0.00182189185249964	0.000877000657750493	0.00425389542108785	0.00177064274331582	0.0144210960032962	0.00458754566307026	0.00752508361204013	0.00762016412661196	0.00133971291866029	0.033273381294964	0.0269230769230769	0.00803212851405622	1.87242026266417	0.035171862509992	0.0601092896174863	0.0105263157894737	0.00128081972462376	0.155440414507772	0.0564853556485356	0.046
"TK1"	0.00375541221171689	0.0012520253351009	0.00690805145307289	0.00575717825389885	0.000730833881458744	0.00234203231048657	0.00236085699108776	0.00453234445817882	0.00467250021238637	0.0342809364548495	0.00234466588511137	0.00133971291866029	0.00719424460431655	0.107692307692308	0.00401606425702811	1.75234521575985	0.0631494804156675	0.040983606557377	0	0.0128081972462376	0.241639189825718	0.0324267782426778	0.0326666666666667
"HELLS"	0.0466554740655651	0.0832965090587715	0.0214387803716055	0.00845357819559831	0.0389534458817511	0.0629480929165472	0.0123354777784336	0.0671611042439225	0.0909863223175601	0.0785953177257525	0.132473622508792	0.068133971291866	0.177158273381295	0.215384615384615	0.0883534136546185	1.63789868667917	0.142286171063149	0.092896174863388	0	0.0204931155939801	0.191709844559585	0.0815899581589958	0.215333333333333
"CKS1B"	0.0694088539365556	0.0591397849462366	0.324678418294426	0.0435067774376913	0.0322297741723306	0.0494694579868081	0.0191819630525881	0.0634528224145035	0.0946393679381531	0.173076923076923	0.0439624853458382	0.0507177033492823	0.24910071942446	0.126923076923077	0.0763052208835341	1.9812382739212	0.4396482813749	0.188524590163934	0.0105263157894737	0.0870957412744156	0.680169571361281	0.388075313807531	0.570666666666667
"ATAD2"	0.0917204206061677	0.0931654146413316	0.0788470700333492	0.065077976971287	0.0532047065701966	0.0986521365070261	0.0411379330697043	0.129377832715286	0.103559595616345	0.125418060200669	0.108440797186401	0.0530143540669856	0.0908273381294964	0.123076923076923	0.0923694779116466	1.72983114446529	0.135891286970424	0.128415300546448	0	0.35959013768812	0.467263306641545	0.171548117154812	0.235333333333333
"MCM7"	0.0934434920915437	0.0587715422006186	0.109337779895188	0.0808191225768838	0.0606592121610758	0.0775260491348819	0.0430856400873517	0.0832303255047384	0.0990570045025911	0.152173913043478	0.0556858147713951	0.0704306220095694	0.169064748201439	0.196153846153846	0.0522088353413655	1.90056285178236	0.306155075939249	0.158469945355191	0.0526315789473684	1.517451168748	0.571361281205841	0.231171548117155	0.248666666666667
"EZH2"	0.0789520190863303	0.0654735601708646	0.0736064792758456	0.0793616090948841	0.0401227800920851	0.0678233438485804	0.0368293690609691	0.276473011948908	0.0667742757624671	0.206103678929766	0.0879249706916764	0.0382775119617225	0.14568345323741	0.292307692307692	0.0441767068273092	2.01688555347092	1.59552358113509	1.04644808743169	0.126315789473684	0.717259045789305	2.62458784738577	0.869246861924686	1.106
"CENPU"	0.0164796324114165	0.0103844454264251	0.050976655550262	0.0156682699314969	0.00577358766352408	0.0136698212407992	0.00767278522103524	0.0243098475484137	0.0129130914960496	0.0338628762541806	0.00527549824150059	0.00344497607655502	0.10431654676259	0.0615384615384615	0.0160642570281124	1.28142589118199	0.0551558752997602	0.0437158469945355	0.0210526315789474	0.0179314761447326	0.497880357983985	0.053347280334728	0.0593333333333333
"SMC2"	0.0874348325527967	0.0559728973339225	0.148165793234874	0.0585920419763883	0.055324124826427	0.0683491062039958	0.0256152983533023	0.0486196950968274	0.0875881403449155	0.169732441471572	0.0715123094958968	0.0694736842105263	0.176258992805755	0.153846153846154	0.0401606425702811	1.63414634146341	0.313349320543565	0.0901639344262295	0.0105263157894737	0.0115273775216138	0.341497880357984	0.158995815899582	0.220666666666667
"HMGB2"	0.732923919766723	0.735086168802475	0.732253454025727	0.976242530243405	0.461667762917489	0.803269285919128	0.801333884199965	0.566543057272353	0.72398266927194	1.27842809364549	0.682883939038687	0.492822966507177	1.00179856115108	1.08076923076923	0.586345381526104	17.0075046904315	1.83852917665867	0.46448087431694	0.136842105263158	0.722702529618956	2.24163918982572	0.647489539748954	0.761333333333333
"RPA3"	0.176769461871521	0.233171306525261	0.297046212482134	0.145241218481271	0.135788935175035	0.190756141860243	0.0713569025556277	0.139678615574784	0.25545832979356	0.399665551839465	0.178780773739742	0.163062200956938	0.376798561151079	0.473076923076923	0.204819277108434	2.4765478424015	0.310951239008793	0.224043715846995	0.0631578947368421	0.120397054114633	0.520960904380594	0.22489539748954	0.287333333333333
