Mixture	Dendritic cell	Natural killer (NK) cell	CD4+ T cell	B cell	Monocyte:CD16-	Natural killer T (NKT) cell	Naive CD4+ T cell	Monocyte:CD16+	Neutrophil	Naive CD8+ T cell	Regulatory T (Treg) cell	Plasma cell	Megakaryocyte	Plasmacytoid dendritic cell	MKI67+ progenitor cell	Exhausted CD8+ T cell	Macrophages	Endothelial cell	Mast cell	Fibroblast	keratinocyte	Basal cell	Myofibroblast	P-value	Correlation	RMSE
GSM1315673	0.00928961148215642	0.140751428128668	0	0	0.147167057875745	0	0.138674445677605	0	0	0	0.212410975435619	0.000985542643721192	0	0	0	0.188659144515711	0.00512636458140795	0	0	0.0373715554518527	0.00581719126957371	0.11374668293794	0	0.002	0.299981971376096	1.01544221697185
GSM1315674	0.00807773346179735	0.13371923014586	0	0	0.0713537841906691	0	0.147042424389253	0	0	0	0.25935157627369	0	0	0	0	0.175118787782918	0.0034148573779953	0	0	0.0498073950825883	0.0076204710549087	0.14449374024032	0	0.001	0.354474975182519	0.990927680854669
GSM1315678	0.00462952739976934	0.128395972264298	0	0	0.127736703787231	0	0.133254802324017	0	0	0	0.243162629588942	0	0	0	0	0.164473584115372	0	0	0	0.0117159920119112	0.0272932070964657	0.159337581411994	0	0	0.416754119465986	0.953841815914254
GSM1315679	0.00966290147061436	0.124601655241093	0	0	0.139548527179207	0	0.173762106743112	0	0	0	0.229658759843366	0.00424902490210561	0	0	0	0.124723002076225	0	0	0	0.0316831908023043	0.0226985333070349	0.139412298434938	0	0	0.370294391032165	0.980104113858104
GSM1315685	0.0199718683786935	0.160782683106167	0	0	0.0389147410039968	0.0056772257786833	0.139071341045332	0	0	0	0.310791474671578	0	0	0	0	0.0538644320486	0	0	0	0.0601328029469842	0.0220709284374619	0.188722502582503	0	0	0.412604274723957	0.968034155918903
GSM1315686	0.0138294039214777	0.170376811940591	0	0	0.178138615936058	0	0.142051079127372	0	0	0	0.260425014234033	0	0	0	0	0.0620319491869933	0.000317803818133425	0	0	0.0415000430300209	0.0105572334404729	0.120772045364847	0	0.001	0.329809686372347	0.995478329154697
GSM1315687	0.0125958225447314	0.193629111640096	0	0.00340583572220191	0.0515496966022467	0	0.153956417334504	0	0	0	0.299815305910716	0	0	0	0	0.0557664220145483	0.00492126164118753	0	0	0.0739210066897021	0.0147731604066742	0.135665959493391	0	0.001	0.339221428341505	0.993017784102915
GSM1315688	0.00406062260590035	0.239071247780973	0	0	0.0964379124714738	0	0.167566583657168	0	0	0	0.238221224648049	0.00441663623671669	0	0	0	0.0861928008878823	0.0139741552585568	0.0103480675490504	0	0.0522107776840401	0.0106373729773761	0.0768625982428139	0	0.003	0.237371785325357	1.03269114633118
GSM1315689	0.0104135844065738	0.16522447061852	0	0	0.147005588423366	0	0.198275557258514	0	0	0	0.242990737190641	0	0	0	0	0.0732323936160053	0.0105132915488674	0.0015743796517125	0	0.0694895424389597	0.00442163805936783	0.0768588167874727	0	0.003	0.226976496902183	1.04332215563715
GSM1315690	0.00899698433036812	0.153442397920453	0	0	0.186778276388985	0	0.154173042969354	0	0	0	0.25732621769469	0	0	0	0	0.0478828347521368	0.000427988437589676	0	0	0.0501136991959806	0.0151632741019192	0.125695284208523	0	0.001	0.314988813310776	1.00661579431269
GSM1315692	0.00306340307345299	0.203816246267128	0	0	0.205023576611342	0	0.0593531425120016	0	0	0	0.241198474436857	0	0	0	0	0.0882828569744154	0.00792872688364513	0	0	0.04971842855552	0.0116491006645266	0.129966044021111	0	0.002	0.310543820347412	1.00632563828659
GSM1315693	0.0162516743523674	0.135614678768656	0	0	0	0	0.0893260015288603	0	0.208035830330722	0	0.267050302678612	0.00989076340378968	0	0	0	0.0849313087679873	0.00218076960199495	0.000295244473447724	0	0.024341792575701	0.0158881791897285	0.146193454328134	0	0	0.548403422664718	0.843043656364959
GSM1315694	0.0136698370158555	0.203586604575881	0	0	0.142061179460671	0	0.143282968201	0	0	0	0.250961942176947	0	0	0	0	0.0544296565851976	0	0	0	0.0302763085110822	0.0363515126299806	0.125379990843385	0	0.001	0.323290497576578	1.00222863009508
GSM1315695	0.016140219673437	0.167110379616749	0	0	0.0729587240256117	0	0.138479161601044	0	0	0	0.276724716480162	0	0	0	0	0.131036833868277	0.00385772253652203	0.000891288367471814	0	0.0184401447955375	0.00965440968594628	0.164706399349241	0	0	0.396068529357546	0.969956944745295
GSM1315696	0.0127484633291304	0.195777056989881	0	0	0.0573860533890864	0	0.151745843327002	0	0	0	0.286517492039521	0	0	0	0	0.0712765251325541	0	0	0	0.0361367215665363	0.0272404137596214	0.161171430466669	0	0	0.377409622599924	0.979860385652652
GSM1315697	0.0140123451363334	0.138583486561427	0	0	0.0911543671180335	0	0.125021843285454	0	0	0	0.282233634799603	0	0	0	0	0.142197777389694	0	0	0	0.0436367542756919	0.0192633985173292	0.143896392916434	0	0.001	0.34659595183865	0.996414535341413
GSM1315698	0.0219573895477078	0.154970025156385	0	0	0.118042158198062	0.0461990769096005	0.0865046292213222	0	0	0	0.27412920762337	0	0	0	0	0.0570198340692931	0	0	0	0.0316889588057094	0.0294755978544769	0.180013122614073	0	0	0.416413320102465	0.961987057078468
GSM1315699	0.0125825249361887	0.160141014449013	0	0.0107975297840889	0.0593444729169471	0	0.15740631642997	0	0	0	0.297797559949775	0	0	0	0	0.0803614356678562	0	0	0	0.0634122387491654	0.0133303458234087	0.144826561293587	0	0	0.370598127171445	0.977800065661952
GSM1315700	0.0162886166531947	0.175347407653781	0	0.0168804005424512	0	0	0.0340536611270495	0	0.0847024569448767	0	0.307314889485154	0	0	0	0	0.135026764656177	0	0.00279088385766415	0	0.0339152764796355	0.027010082941548	0.166669559658468	0	0	0.398336179475991	0.963755362366443
GSM1315701	0.00729579030871612	0.132536257289992	0	0	0.0914776320645793	0	0.197263008328436	0	0	0	0.299272149050561	0	0	0	0	0.0824976561678532	0.00225593233952645	0	0	0.0338197069064327	0.0141995324355571	0.139382335108346	0	0	0.373183667137442	0.975231051905485
GSM1315702	0.00797379713844126	0.141038412906502	0	0	0.179880685012468	0.0429283328631504	0.131594631702466	0	0	0	0.202410182861626	0.00314075741091632	0	0.00221908189920092	0	0.122014541774715	0	0	0	0.0123985845844047	0.0171777508592306	0.132415709839268	0.0048075311476113	0.001	0.318457493552514	1.00972730148508
GSM1315703	0.00907886354643504	0.106575906611905	0	0	0.216286717935497	0	0.0658707535878314	0	0	0	0.221553124703702	0	0	0	0	0.184819970724528	0	0	0	0.0268851375158892	0.0241037440543366	0.144825781319876	0	0.001	0.364951535037455	0.985724753191943
GSM1315706	0.0132214761951188	0.196640467620539	0	0	0.0604152489730824	0	0.182126632894221	0	0	0	0.280036010062971	0.000598240384557676	0	0	0	0.062563730091387	0.00876512890100775	0.00810582783502288	0	0.0714370571536991	0.0125980974359825	0.103492082452411	0	0.002	0.264106801250699	1.02953234338801
GSM1315737	0.019830419076736	0.127218992127093	0	0.0179881602756753	0	0.0132513678250238	0.0726938341794068	0	0.211276945809909	0	0.234803407052543	0	0	0	0	0.0670587834682526	0.00605556121854836	0	0	0.0400356855838212	0.00604085466726418	0.183745988715727	0	0	0.614317652578781	0.794529138903753
GSM1315740	0.00208266823029434	0.0994977959274411	0	0	0.153030906367541	0	0.239239662364128	0	0	0	0.243879407213736	0	0	0	0.00224470864422877	0.0987467216533143	0.00622934777508086	0	0	0.0734839289964973	0.00351024870257493	0.0780546041251638	0	0.01	0.167711377698006	1.08056356651123
GSM1315741	0.00641184761130724	0.141240114321559	0	0	0.176707122396485	0	0.125781482898971	0	0	0	0.243317622441571	0.00305218371939508	0	0	0.000996517583166963	0.145884987097619	0	0	0	0.0198278998550953	0.022365457323267	0.114414764751563	0	0.002	0.297612494282091	1.01591990173516
GSM1315742	0.0124840188975806	0.167975728226747	0	0	0.18644334685392	0	0.177214436925292	0	0	0	0.268767181661004	0.00707794592483402	0	0	0.0123547216813016	0.0328860002148073	0.0071535693412342	0.00189395511622591	0	0.0396078799492266	0.00978158759960508	0.0763596276082209	0	0.003	0.23592157071708	1.0378774322035
GSM1315743	0.0164637539797806	0.156336234883659	0	0	0.0437773725170234	0	0.137239258950658	0	0	0	0.33897578542612	0	0	0	0	0.0737486646388275	0.00611708802222359	0	0	0.0487809770335818	0.00751843169634445	0.171042432851782	0	0	0.425457935112684	0.94842515900709
GSM1315744	0.0127395398688374	0.169007348546455	0	0	0.106194317538874	0	0.181545738008352	0	0	0	0.296712057535404	0	0	0	0	0.0556463520033015	0.00255129721923124	0	0	0.0426367271366608	0.0125075266795352	0.120459095463349	0	0.001	0.319235172250702	1.00244947176481
GSM1315746	0.004626640197945	0.114526853090002	0	0	0.210371684786696	0.00771738918439942	0.150600045497739	0	0	0	0.265623189797564	0.00638812644686073	0	0	0.00389671343313248	0.0508202155465619	0	0	0	0.0260145676627842	0.0146112156942655	0.14480335866205	0	0.001	0.350586015159337	0.992433986732318
GSM1315747	0.0129692401079243	0.106958504554648	0	0	0.191872830196202	0.0342993211958487	0.0503432858089574	0	0	0	0.246932214809433	0	0	0	0	0.154139605224018	0	0	0	0.0537450122111226	0.0155897142837161	0.13315027160813	0	0.001	0.350825499003317	0.987900883892923
GSM1315748	0.00707454472115366	0.130025122162536	0	0	0.174090857838069	0	0.148119327259032	0	0	0	0.235371742240549	0.00264768587485865	0	0	0	0.133463097266627	0	0	0	0.0397034009765228	0.00759706058915444	0.120629827020063	0.00127733405143386	0.001	0.323815902574314	1.00129597158962
GSM1315749	0.0135512646065435	0.161192836843063	0	0	0.122443029643722	0	0.150055071947389	0	0	0	0.254012364378551	0	0	0	0	0.125661891421931	0	0	0	0.0431695608477699	0.0250671073232193	0.104846872987812	0	0.002	0.268312448555062	1.03107975359573
GSM1315750	0.00977223835708744	0.155285350814656	0	0	0.149393819784373	0	0.178587912684763	0	0	0	0.261918901993022	0	0	0	0	0.074521834828273	0.00463927783533387	0	0	0.0517189853696708	0.0102311592479969	0.103930519084824	0	0.002	0.278764521290057	1.02186134019887
GSM1315752	0.0139466016701138	0.153901667854112	0	0	0.0647769035084476	0.00547353016784824	0.209002038926666	0	0	0	0.294951685128969	0.000733479218062017	0	0	0	0.0788676774712466	0	0	0	0.0394069498582402	0.0200904821096576	0.118848984086637	0	0.002	0.308403930701921	1.01206510750978
GSM1315753	0.0194942665293478	0.150066251726131	0	0	0	0.0284937463245848	0.158194003123672	0	0.0909268361554489	0	0.273008045944141	0	0	0	0	0.0464643276222792	0	0	0	0.0377223982988101	0.0321725983113534	0.163457525964232	0	0	0.405245783472434	0.960247162642802
GSM1315754	0.00892406683050007	0.168903828706479	0	0	0.236448192323704	0	0.141514200993972	0	0	0	0.259136520634936	0.00293571371251924	0	0	0.000563498106930294	0.0364446696356932	0	0	0	0.0445591425696301	0.0155090771135047	0.0850610893721317	0	0.003	0.214949580744655	1.05047682942998
GSM1315755	0.00533347539595882	0.139085408444553	0	0	0.131415074544195	0	0.129694761192227	0	0	0	0.220437093017268	0	0	0	0	0.191102116799959	0	0	0	0.0394764679991057	0.0185321257286143	0.12492347687812	0	0.002	0.30983679784601	1.01278137914936
GSM1315756	0.013355522621865	0.157671589666815	0	0	0.0943338644256658	0.00316055941055492	0.184970866460127	0	0	0	0.275238952832238	0	0	0	0	0.102755822112021	0.00333288630182257	0.00183128339053533	0	0.0252292206533295	0.021782193649435	0.116337238475592	0	0.002	0.306780568718419	1.01205732312217
GSM1315757	0.014272343103738	0.109303457854159	0	0.0117126601776935	0	0	0.103679383962746	0	0.210380924524812	0	0.256977612683681	0	0	0.000334181226013688	0	0.118839101317172	0	0	0	0.0515287601090807	0.0154431377197863	0.107528437321118	0	0	0.388623476563129	0.94739182287613
GSM1315758	0.00969798554857222	0.190979535263346	0	0	0.0571277577216427	0	0.169479845454336	0	0	0	0.201529407664923	0.00613560341700065	0	0	0	0.206801414130891	0.013232932924248	0	0	0.0230681140442633	0.00415652378660721	0.11779088004417	0	0.002	0.286378539375838	1.02651981729482
GSM1315759	0.0111818159794952	0.156372047879978	0	0	0.143575661316307	0	0.165688823937668	0	0	0	0.239940967018226	0.00434008457083014	0	0	0.00187423336040817	0.0984564377150514	0	0	0	0.0049742375609506	0.0300849884376733	0.143510702223411	0	0.001	0.351578786608145	0.994425061274224
GSM1315760	0.017000540363369	0.169061260412149	0	0.0116922693246804	0.0686136453849708	0.000486647889336398	0.144734529411489	0	0	0	0.254525959591838	0	0	0	0	0.0946205329549797	0	0	0	0.0484003066486299	0.0371478787892488	0.153716429229309	0	0.001	0.338556473782506	1.00770702448542
GSM1315761	0.0122554739289507	0.169742084493446	0	0	0.0552801429255873	0	0.208584100090512	0	0	0	0.273918414940517	0	0	0	0	0.0931134157993073	0.0179416271704813	0.00133762214599655	0	0.0420832889696794	7.89093430310065e-06	0.125735938601219	0	0.001	0.326986024835252	1.0010035944937
GSM1315762	0.0144077224511454	0.144153653520824	0	0	0.182171954007652	0.0285103596137527	0.0830545719675994	0	0	0	0.272191833518763	0	0	0	0	0.0662408446760986	0	0	0	0.0529716275671106	0.0198663648019673	0.136431067875087	0	0.001	0.35413340862771	0.985057526885959
GSM1315763	0.0123306706641069	0.158707747881967	0	0	0.126239185091493	0	0.143658160550399	0	0	0	0.265882053409768	0	0	0	0	0.097754890450042	0	0	0	0.0216023104424434	0.0211169723734931	0.152708009136289	0	0	0.386670574478263	0.971416373436854
GSM1315764	0.00929958353627329	0.12886982406414	0	0	0.0412384471401443	0.00159565290462679	0.226218326651961	0	0	0	0.271494358726954	0	0	0	0	0.118836374480667	0.00318681846864578	0	0	0.0250234632429683	0.013062388468415	0.161174762315205	0	0	0.385634790220699	0.978625991517325
GSM1315765	0.00771890404645241	0.144147620669853	0	0	0.0901608858093971	0	0.207051522398933	0	0	0	0.297515678361418	0	0	0	0	0.0920467793993714	0	0	0	0.0314264486504974	0.0129249735196096	0.117007187144468	0	0.001	0.326396137434283	0.998528522860183
GSM1315766	0.0115914219902624	0.153331128034813	0	0	0.0409301172347302	0	0.247090774666699	0	0	0	0.297914366623361	0.00609682994703798	0	0	0	0.0566414428426267	0.00350359165355113	0.00120521164309193	0	0.0198599485025278	0.0149943978543613	0.146840769006937	0	0.001	0.353679061771812	0.994062618673557
GSM1315769	0.0190924161604437	0.0889221846571108	0	0.00111137076243651	0	0.00276906296666703	0.140318095278314	0	0.140523556891547	0	0.255072803021591	0	0	0	0	0.127131186520564	0	0	0	0.0127972750866748	0.0329135410608811	0.17934850759377	0	0	0.483129873919525	0.910065842546605
GSM1315770	0.0110389445594116	0.0866560575796589	0	0.0182951024802412	0	0	0.0977163425548588	0	0.124681032100785	0	0.213169045341561	0.00154658355177845	0	0	0	0.259289917795078	0.000452208802257297	0	0.000269062473326993	0.0319339351912001	0.0183040191824642	0.136647748387379	0	0	0.36931868342845	0.977048738366156
GSM1315771	0.0199538526006943	0.159448618144244	0	0	0	0.00555903844411055	0.115292218003457	0	0.0360595720597257	0	0.338840177810855	0.0100098850032057	0	0	0	0.0874860508953104	0	0	0	0.052227449057684	0.0254595371397659	0.149663600840948	0	0	0.375834249008165	0.976175356141682
GSM1315773	0.0182916196311648	0.123264590278293	0	0	0	0	0.0886904395121324	0	0.135260542636575	0	0.238938793538917	0	0	0.00177573648034371	0	0.182490963570101	0	0	0	0.0123157282120208	0.0237190051126637	0.175252581027789	0	0	0.443049182562348	0.937873729849829
GSM1315775	0.0103332709493419	0.138765528316387	0	0	0.0667365000729266	0	0.156032807026892	0	0	0	0.298638354799894	0	0	0	0	0.125311885368868	0.0018296808275725	0	0	0.0286494632688251	0.0123302949783014	0.161372214390992	0	0	0.371739022141292	0.985852826146522
GSM1315776	0.00753937827965318	0.162440113004248	0	0.000368506664368567	0.225173863559554	0.00756380734631297	0.108734091011467	0	0	0	0.258423856821943	0.0118064227453076	0	0	0	0.0634681395594246	0.0101248194397684	0	0	0.0200441113219698	0.0308771121545394	0.0934357780914428	0	0.002	0.276965593137216	1.01860381812813
GSM1315777	0.0080216940908473	0.122397357346121	0	0	0.144001008209473	0	0.156228875960733	0	0	0	0.220825962718686	0	0	0	0	0.192675451344175	0	0.00030015352146964	0	0.0213240265112916	0.0372777253445574	0.0969477449526467	0	0.003	0.239645403718138	1.04962243575372
GSM1315778	0.00838555013552318	0.106048787321104	0	0	0.147076272121637	0	0.13086937844588	0	0	0	0.24738134092621	0	0	0	0	0.176733685949294	0	0	0	0.0223791218588834	0.0144813243197192	0.146644538921749	0	0	0.392035002007298	0.967238304580698
GSM1315788	0.0194677117697968	0.171068117993445	0	0	0.139822943681606	0	0.145001450098692	0	0	0	0.255052335888911	0	0	0	0	0.0515123512212781	0	0	0	0.0620343706496889	0.0363534741269469	0.119687244569635	0	0.002	0.292556329275928	1.02180880539703
GSM1315789	0.0206995694213349	0.134611233971248	0	0	0	0.0110256130961474	0.0742291384128226	0	0.0556977397255429	0	0.224555986231347	0	0	0	0	0.228587830875603	0	0	0	0.0364155125281191	0.0445999882525969	0.169577387485238	0	0	0.389402096682265	0.981177038198527
GSM1315790	0.0105830662733625	0.142824858961273	0	0	0.147539034447498	0	0.18248521372808	0	0	0	0.31344395176678	0	0	0	0	0.0237209842337976	0	0	0	0.0434625240642851	0.0237658217075827	0.112174544817342	0	0.002	0.294603305675475	1.01496169653317
GSM3427949	0.00989994967000753	0.175485682676631	0	0	0.109835421834879	0	0.195303280445025	0	0	0	0.236902811143406	0	0	0	0	0.0809537280620744	0.000292458174078825	0	0	0.0342941197541172	0.0194957607965398	0.137536787443241	0	0.002	0.311405830528737	1.01623584724898
GSM3427950	0.0066610478653539	0.178492618596456	0	0	0.243103624632364	0	0.0733969581972602	0	0	0	0.300026655885451	0	0	0	0.00653911730079696	0	0.00264527353399963	0.00590285926923271	0.00878085851461466	0.125964341380692	0.0025894302748497	0.0458972145489295	0	0.02	0.146258460842582	1.06640657341696
GSM3427951	0.0200403935069547	0.113135514877127	0	0.010525515911107	0	0.0234312427098998	0.0744340716100536	0	0.242935860817473	0	0.23088839461075	0	0	0.00274935776586805	0	0.0714020067575026	0	0	0	0.0265978115453848	0.0159940824375298	0.167865747450349	0	0	0.550582515814937	0.845972609272829
GSM3427952	0.011231906226346	0.162284903935205	0	0.0195550882916454	0.137168245213976	0	0.140905235569663	0	0	0	0.276851826223156	0	0	0	0	0.0462970828824767	0.00429389041565226	0	0	0.121011682767618	0.00600029058280698	0.0743998478914546	0	0.004	0.211158169967843	1.0480345524463
GSM3427953	0.0166978590883106	0.15137359152685	0	0	0.153306858609479	0.0132545008532119	0.14965355166073	0	0	0	0.273778439357054	0	0	0	0	0.057244060076334	0.00417697026067582	0	0	0.0231176523327289	0.0123788289332189	0.145017687301407	0	0	0.38163875825245	0.971500226805135
GSM3427954	0	0.215278071617068	0	0	0.183101622027714	0	0.0832043938535692	0	0	0	0.250719822351677	0.0125257319936519	0	0	0.00349612360635688	0.0785208447398018	0.0295459549659597	0.0102228396411402	0	0.0894519871050747	0.000349253504084268	0.0435833545939028	0	0.011	0.160517891899488	1.06080640996065
GSM3427955	0.0102099685855287	0.144643101918614	0	0	0.0916746819450977	0.020258732834116	0.172537708999169	0	0	0	0.253072561670715	0	0	0	0	0.08474490185015	0.00343577052304414	0	0	0.0342651504393056	0.0161375222349119	0.169019898999349	0	0	0.404196326729711	0.965357976995064
GSM3427956	0	0.247497363693506	0	0	0.14846170194813	0	0.0886692829422128	0	0	0	0.272880404469174	0.00948225239057427	0	0.00106975122230862	0.0202285476455267	0.0823412493995696	0.034598508721967	0.00971552865009775	0	0.0578098543629847	0	0.0260290546916663	0.00121649986228151	0.012	0.15659919045618	1.0590426122143
GSM3427957	0.0110202359183487	0.130165196477596	0	0	0.0839116046947321	0	0.156335305625135	0	0	0	0.270202481416171	0	0	0	0	0.1685143178939	0	0.00150506296372309	0	0.0203578421833041	0.0337970371007799	0.123966711757214	0.000224203969095679	0.001	0.330284404694019	1.00222211397083
GSM3427958	0.00292175177106697	0.169450241344728	0	0	0.219438970243948	0	0.111117763309471	0	0	0	0.288122455985877	0.00948142581504675	0	0.00207647224739211	0.03123226473143	0	0.00793501564232662	0.00242972614295911	0	0.0797187879248827	0.00574723839849056	0.0401186314835047	0.0302092549588768	0.01	0.172030857814437	1.05556020549131
GSM3427959	0.0105994004253969	0.164431216453801	0	0.00269336031641739	0.211888857713548	0	0.0767787922444517	0	0	0	0.321312791277353	0	0	0	0.000161016496626946	0.0151242811008736	0.00238904464541687	0.00197843954878751	0	0.143941455595223	0.00187589075311202	0.0394134449198697	0.00741200850912231	0.013	0.154607593648362	1.06333132954355
GSM3427960	0.0171281842397317	0.182651411650501	0	0	0.187669515617111	0	0.0639679072567827	0	0	0	0.317306736662281	0.000396292831030573	0	0	0.0095159730347156	0.0261553148008248	0.00230678650561623	0.00237629021425285	0	0.127763347248095	0.00190841003235516	0.0353241702239085	0.0255296596827943	0.01	0.164602022320388	1.05925059593377
GSM3427961	0.00993971770290004	0.152383595203394	0	0	0.212230052361658	0	0.179641979814937	0	0	0	0.230973351857234	0.00819190165298917	0	0	0.00270966632336036	0.037396684657938	0	0.00111843293270812	0	0.00694269655447821	0.0109315687389242	0.147540352199479	0	0	0.37288145374624	0.979558619699338
GSM3427962	0.00652567131784229	0.174775341467696	0	0	0.249306912037512	0	0.0950608104615584	0	0	0	0.263426263926193	0.00390662803053429	0	0	0.0147432863804548	0	0	0.0108848088520032	0.0108745841319449	0.119325418506188	0.00374395573038238	0.044945069937348	0.0024812492203424	0.00900000000000001	0.173482610285025	1.0538097104218
GSM3427963	0.0123630416934803	0.131072201761077	0	0	0	0	0.168433156441297	0	0.00221663537960569	0	0.303303598074511	0.0121696633548952	0	0	0	0.173811081604622	0	0.0135979304555854	0.000901448291608468	0.0187523064223186	0.0231009957699775	0.140277940751021	0	0.002	0.287834210112328	1.03904483427347
GSM3427964	0.00743343087964933	0.175875191596173	0	0	0.118080438366622	0	0.174502158914907	0	0	0	0.292883342797725	0.00163117303821842	0	0	0	0	0.0186838468962918	0	0	0.143454871074806	0.00438451589266968	0.0546494751623792	0.00842155538055815	0.00800000000000001	0.181641731547807	1.05551517492111
GSM3427965	0.0146110984163992	0.131977820690886	0	0	0.0371501092104464	0	0.127955539319884	0	0	0	0.25762268332699	0.0044246519901328	0	0	0	0.240061115993858	0	0	0	0.0100929658291354	0.0249878911661236	0.151116124056144	0	0.001	0.332274179297209	1.0150992905998
GSM3427966	0.00559014042994842	0.178191634847804	0	0	0.276793320195282	0	0.0343958671372512	0	0	0	0.375286034602394	0.0142701154027205	0	0.00210623800780512	0.0114073997732551	0	0.0180667972646013	0.0158072792436318	0	0.0155793294642593	0.00531100167816505	0.0451677750085897	0.00202706694429281	0.011	0.161549764365445	1.06128662093976
GSM3427967	0.0140392623666985	0.131702336325703	0	0	0.0201729727217629	0	0.10083245349947	0	0	0	0.268591509993459	0.000835170846183462	0	0	0	0.272004106777314	0.000924397697574363	0.000516907487496454	0	0.0208632125735197	0.014623054009195	0.154894615701624	0	0	0.385465706900732	0.977498542096797
GSM3427968	0.0127344306644209	0.205351070471047	0	0	0.234191809222736	0	0.0459499889000202	0	0	0	0.286930215147314	0.0083097721856257	0	0	0.00516969427607158	0	0.00550862194807914	0.0166640509494589	0	0.136071545813051	0.00295450314915754	0.0401642972730177	0	0.00800000000000001	0.180597555783138	1.04933291043244
GSM3427969	0.00713550786873683	0.103661324615129	0	0	0.160733885409334	0	0.156460984218514	0	0	0	0.232853074983181	0	0	0	0	0.166366427875625	0	0	0	0.0217651381538254	0.0118864736346048	0.139137183241051	0	0	0.374071413010465	0.977282722625681
GSM3427970	0.00949271625830158	0.14522330500009	0	0	0.130995171459227	0	0.168533889830726	0	0	0	0.287943328821446	0	0	0	0	0.0684534044814542	0	0	0	0.0314218604921435	0.00778549115532547	0.150150832501287	0	0	0.396102766498785	0.962131434357486
GSM3427971	0.0135169884539814	0.077176998149988	0	0	0	0.00297780875899484	0.0847413603895176	0	0.144929438506559	0	0.170933100965777	0	0	0.0109528155533841	0	0.302212929079178	0	0	0	0.0300231225768759	0.0132834378548759	0.149251999710868	0	0	0.43356673582394	0.93685811866153
GSM3427972	0.00785372866247182	0.182113164979492	0	0	0.232852393848066	0	0.0828557391895331	0	0	0	0.307440268004068	0	0	0	0	0	0.00499119378604192	0.00163281605472934	0	0.134545095401956	0.00307403551961644	0.0426415645540256	0	0.011	0.161361411639538	1.05908128634815
GSM3427973	0.0137077676997402	0.147202591966541	0	0	0.0922907322619901	0	0.179588590561234	0	0	0	0.277022943518097	0	0	0	0	0.0716203524522391	0.00076786523906797	0	0	0.0437764721211404	0.00380880386640856	0.170213880313541	0	0	0.456009537656603	0.926436014168087
GSM3427974	0.00721484555830886	0.174931101872788	0	0	0.217279030124281	0	0.0895521768918622	0	0	0	0.234822108095416	0.00542167524565611	0	0	0	0.110033467110463	0.0110762176205868	0.0020458324949568	0	0.0626858683695724	0.00479638081202481	0.0801412958040852	0	0.003	0.230188189552618	1.03912475659378
GSM3427975	0.0153795049064968	0.0653958993948087	0	0	0	0	0.114015382366039	0	0.196189325850098	0	0.218679555694248	0.000222753854322013	0	0.00719788528760109	0	0.200614280166078	0	0	0	0.0186148876687556	0.00842426061189675	0.155266264199657	0	0	0.44882034773149	0.924992512959744
GSM3427976	0.00714347527519874	0.219875128163125	0	0	0.215592891650936	0	0.0934869617735796	0	0	0	0.270380193446523	0.0169617086805885	0	0.00859148905547346	0.0231477251805042	0.0376708392103835	0.0208686715788983	0.00868676215589525	0	0.0281787191129025	0	0.0407354416336534	0.0086799930823384	0.00900000000000001	0.178320817305974	1.05471602589907
GSM3427977	0.00274075439848961	0.124785139666043	0	0	0.218000115890221	0	0.192947455594814	0	0	0	0.243043505171766	0.00714893147323366	0	0	0.0046198203082283	0.0628305410096599	0	0.00978976019377334	0	0.0405265984987735	0.0148071053008359	0.0729239742583323	0.00583629823582945	0.004	0.199822343192377	1.05771647023454
GSM3427978	0.00625545417616034	0.160872123135405	0	0	0.230869495363517	0	0.0987848203911012	0	0	0	0.292031924773389	0	0	0	0.00858059558579331	0.0297262490069585	0.0030229725108997	0.00277471379133744	0.00211590019957923	0.111243046539597	0.00385227650874145	0.0466187084057383	0.00325171961178359	0.00900000000000001	0.178321086043501	1.05350175442936
GSM3427979	0.0147199022356927	0.123431599199328	0	0.0140781513368124	0	0	0.157980321498401	0	0.137830618581082	0	0.28440103183332	0	0	0	0	0.0699319428964354	0	0	0	0.0220699135268308	0.0138706399797769	0.16168587891232	0	0	0.506777970314858	0.881129811878226
GSM3427980	0.00668461773517015	0.192865347484944	0	0	0.318647203112718	0	0.0419487919102284	0	0	0	0.27479591365803	0.0056390162209945	0	0	0.0067440141883376	0	0.00443386809270558	0.00588193876340641	0	0.0747446380971037	0.00234808580278032	0.0552253233824839	0.0100412415510974	0.00800000000000001	0.182354363087749	1.05297703366736
GSM3427981	0.0121677420878283	0.137981955787704	0	0	0.1922968734773	0	0.181697978069855	0	0	0	0.229743295810662	0.00300811746689545	0	0	0	0.0648787554908119	0	0	0	0.0278906007572821	0.015380082066383	0.134954598985278	0	0	0.376238879697611	0.972974078856864
GSM3427982	0.00729260303437629	0.177270603274681	0	0	0.268937921210333	0	0.137766411674428	0	0	0	0.224992032560465	0	0	0	0	0.0295655259727412	0.00586370405940227	0	0	0.0755399311529397	0.0055409892138896	0.061630903426027	0.00559937442071661	0.004	0.208587368726915	1.04439041294484
GSM3427983	0.00923425953428458	0.138802036431055	0	0	0.15496061214711	0	0.117371522577257	0	0	0	0.2427898971106	0.00458339161120711	0	0	0	0.164657984360329	0	0	0	0.0100576977917658	0.0195057060350655	0.138036892401326	0	0.001	0.340178631034725	0.999028968283601
