AASS,SERPINB3,CDH3,MAPK6,RAB10,TPX2,BIRC5,TGM1,FERMT1,HAS3,SQLE,PON2,CDC20,ATP10B,GJB6,TNFSF10,RAB38,CKS2,PI3,TXNDC17,TOP2A,CCNB1,DSC2,DSG3,TCN1,TMEM165,EHF,PRRG4,MPHOSPH6,CKAP4,NUSAP1,CLCA2,GLTP,SLC7A1,SLC39A6,S100A8,S100A7,ABCA12,TPBG,FAM83A,MPZL2,TMEM45B,MX1,PDZK1IP1,VSNL1,S100A11,S100A9,IFI16,ZC3H12A,PTTG1,FABP5,GJB2,IFI27,KLK13,PGM2,SPRR1B,HSPA4,DEFB4A,RRM2,UBE2C,HIGD1A,KPNA2,S100A7A,FAM110C,KRT16,GM2A,S100A2,SERPINB13,MPZL1,AKR1B10,PNP,KRT6A,SERPINB4,SPRR2A
0.0,0.023120361990950227,0.002725530361394924,0.0007070654845700555,0.00044149350947204327,0.00036862636580501713,0.00044731203781340036,0.012602328362490775,0.002791794570844278,0.0018452381064968267,0.00022173842928559863,0.0007803126084918215,0.0003555268261150614,0.0008392658738628499,0.06204939412640269,0.0006592655273489098,0.0,0.0008916741245841975,0.10816853587021208,0.0017290881184416382,0.00022031647031647099,0.0005555819784248204,7.378495750588773e-05,0.00018337699452250532,0.05765344289180247,0.001750401186046828,0.0011811726333213484,0.004390965136816232,0.0012525793393838587,0.0008618890545457092,0.0022261466703769003,0.0025541811827478633,0.0017977107543397678,0.00047265241353560366,0.0018251319381185633,0.09450082438192067,0.03720153255924597,0.00023472881201147333,0.00022089494007148993,0.0011046600148912897,0.08534030204189211,0.00011101540072646321,0.00035240372621177425,0.00359792476773055,0.01241412606635126,0.00043115805694422126,0.01216670346113278,0.0028147786637654996,0.0,0.0,0.05131097181753536,0.08440376302354091,0.04330095723311273,0.011535866292951315,0.0008437060822453395,0.07063706021556183,0.0021560339671294437,0.012172095231250396,0.023615242332962364,0.0013837372715744354,0.0,0.0009543474618952493,0.00023473151305530447,0.0,0.0012927588071155651,0.02811964341719467,0.0008896702460916565,0.012384093949080688,0.0,0.06029288189157229,0.00015037006659245812,0.04586656396067786,0.00022056642957751245,0.0
