"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"S100A8",0,1.72058284238054,0.999,0.895,0,"0","S100A8"
"S100A12",0,1.64870982031995,0.968,0.605,0,"0","S100A12"
"S100A9",0,1.60806013825121,1,0.957,0,"0","S100A9"
"VCAN",0,1.1636595971535,0.99,0.753,0,"0","VCAN"
"MNDA",0,0.95468632472262,0.976,0.807,0,"0","MNDA"
"RBP7",0,0.893832938786946,0.609,0.325,0,"0","RBP7"
"CYP1B1",0,0.893443721207513,0.58,0.292,0,"0","CYP1B1"
"PLBD1",0,0.871868491047642,0.672,0.452,0,"0","PLBD1"
"MEGF9",0,0.841750459711297,0.737,0.482,0,"0","MEGF9"
"CTSD",0,0.838746916449821,0.927,0.747,0,"0","CTSD"
"LYZ",0,0.809534383708773,1,0.965,0,"0","LYZ"
"CSF3R",0,0.785195311518213,0.845,0.589,0,"0","CSF3R"
"NCF1",0,0.781949528939945,0.866,0.639,0,"0","NCF1"
"CD14",0,0.771974985994283,0.909,0.636,0,"0","CD14"
"RP11-1143G9.4",0,0.771437041603489,0.765,0.559,0,"0","RP11-1143G9.4"
"LRRK2",0,0.768274981626361,0.717,0.499,0,"0","LRRK2"
"PADI4",0,0.756686526898966,0.376,0.118,0,"0","PADI4"
"METTL9",0,0.755015179408471,0.763,0.573,0,"0","METTL9"
"CD36",0,0.747154150404139,0.803,0.574,0,"0","CD36"
"RETN",0,0.730143899039194,0.416,0.248,0,"0","RETN"
"GCA",0,0.718507001679966,0.673,0.481,0,"0","GCA"
"EGR1",0,0.711874908415135,0.577,0.46,0,"0","EGR1"
"SLC2A3",0,0.701331058382103,0.673,0.438,0,"0","SLC2A3"
"VNN2",0,0.690473468709883,0.447,0.209,0,"0","VNN2"
"CDA",0,0.690393297225992,0.589,0.353,0,"0","CDA"
"FCN1",0,0.671439037699502,0.988,0.828,0,"0","FCN1"
"ITGAM",0,0.663319719736219,0.568,0.335,0,"0","ITGAM"
"CES1",0,0.659605282592506,0.333,0.136,0,"0","CES1"
"TSPO",0,0.657288836646287,0.969,0.884,0,"0","TSPO"
"SELL",0,0.64977020099746,0.746,0.533,0,"0","SELL"
"RGS2",0,0.647758450966424,0.843,0.707,0,"0","RGS2"
"PGD",0,0.633892535171225,0.634,0.446,0,"0","PGD"
"TKT",0,0.626192474438091,0.955,0.848,0,"0","TKT"
"CSTA",0,0.617281993405235,0.879,0.73,0,"0","CSTA"
"SERPINB1",0,0.610770974842182,0.849,0.73,0,"0","SERPINB1"
"MGST1",0,0.609453237791705,0.498,0.285,0,"0","MGST1"
"TALDO1",0,0.600350604908665,0.881,0.766,0,"0","TALDO1"
"FPR1",0,0.595167191501883,0.693,0.491,0,"0","FPR1"
"GPX1",0,0.591350911486141,0.968,0.795,0,"0","GPX1"
"FBXL5",0,0.586872214484356,0.7,0.535,0,"0","FBXL5"
"APLP2",0,0.585468345935441,0.905,0.791,0,"0","APLP2"
"BST1",0,0.581772725652249,0.49,0.29,0,"0","BST1"
"RTN3",0,0.579533669335133,0.73,0.581,0,"0","RTN3"
"SLC11A1",0,0.579085815007855,0.726,0.547,0,"0","SLC11A1"
"GAPDH",0,0.576888716714851,0.984,0.945,0,"0","GAPDH"
"IRS2",0,0.571600555660306,0.532,0.358,0,"0","IRS2"
"FOLR3",0,0.568109027413457,0.248,0.103,0,"0","FOLR3"
"MCL1",0,0.566670749900821,0.953,0.876,0,"0","MCL1"
"IL17RA",0,0.561045836651443,0.629,0.464,0,"0","IL17RA"
"NAIP",0,0.560260231599604,0.583,0.411,0,"0","NAIP"
"CKAP4",0,0.560194847407682,0.445,0.263,0,"0","CKAP4"
"NCF2",0,0.556585681978242,0.851,0.702,0,"0","NCF2"
"LTA4H",0,0.553881714081988,0.739,0.615,0,"0","LTA4H"
"FOS",0,0.55005722452232,0.998,0.94,0,"0","FOS"
"HMGB2",0,0.548492758047721,0.641,0.53,0,"0","HMGB2"
"AGTRAP",0,0.54371832858446,0.678,0.518,0,"0","AGTRAP"
"FAM101B",0,0.542785033265063,0.416,0.249,0,"0","FAM101B"
"CYBB",0,0.539794262407782,0.953,0.815,0,"0","CYBB"
"ANXA1",0,0.535873753116537,0.957,0.873,0,"0","ANXA1"
"KCTD12",0,0.535821615876803,0.757,0.601,0,"0","KCTD12"
"DMXL2",0,0.532874441358904,0.69,0.542,0,"0","DMXL2"
"QPCT",0,0.532754602860935,0.36,0.17,0,"0","QPCT"
"CD93",0,0.530194107675736,0.617,0.436,0,"0","CD93"
"MSRB1",0,0.529910662507768,0.466,0.317,0,"0","MSRB1"
"BLVRB",0,0.529886752159055,0.745,0.613,0,"0","BLVRB"
"FOSB",0,0.52449977065264,0.959,0.874,0,"0","FOSB"
"RP11-160E2.6",0,0.524382201142483,0.74,0.609,0,"0","RP11-160E2.6"
"GRN",0,0.521791330683094,0.915,0.807,0,"0","GRN"
"CLEC12A",0,0.516651015185672,0.758,0.607,0,"0","CLEC12A"
"STXBP2",0,0.515501572465274,0.794,0.673,0,"0","STXBP2"
"CDC42EP3",0,0.509295243417174,0.574,0.433,0,"0","CDC42EP3"
"RAB27A",0,0.509020421436182,0.475,0.322,0,"0","RAB27A"
"NRGN",0,0.502665687192462,0.525,0.367,0,"0","NRGN"
"NUP214",0,0.501815523807188,0.692,0.557,0,"0","NUP214"
"FAM198B",0,0.499865103495076,0.438,0.274,0,"0","FAM198B"
"MCEMP1",0,0.497397735259972,0.288,0.117,0,"0","MCEMP1"
"IER2",0,0.494756916646214,0.937,0.874,0,"0","IER2"
"EMB",0,0.492960486651422,0.585,0.437,0,"0","EMB"
"IRAK3",0,0.492255539599646,0.643,0.499,0,"0","IRAK3"
"KLF4",0,0.492047322848326,0.84,0.738,0,"0","KLF4"
"JUN",0,0.485829620278815,0.928,0.867,0,"0","JUN"
"NFE2",0,0.485649935185366,0.31,0.148,0,"0","NFE2"
"DPYD",0,0.483237672126777,0.651,0.51,0,"0","DPYD"
"C14orf2",0,0.481105703837344,0.855,0.732,0,"0","C14orf2"
"SULT1A1",0,0.480974801499647,0.478,0.341,0,"0","SULT1A1"
"SDCBP",0,0.475652908648506,0.843,0.736,0,"0","SDCBP"
"CTSS",0,0.470683593977955,0.998,0.957,0,"0","CTSS"
"EVI2B",0,0.467890514169667,0.895,0.78,0,"0","EVI2B"
"S100A6",0,0.465971132399166,0.998,0.985,0,"0","S100A6"
"CREB5",0,0.460963259039328,0.426,0.282,0,"0","CREB5"
"CXCL8",0,0.459734666838365,0.6,0.465,0,"0","CXCL8"
"VMP1",0,0.456628256857187,0.76,0.68,0,"0","VMP1"
"PRAM1",0,0.456002167296835,0.546,0.415,0,"0","PRAM1"
"SCPEP1",0,0.450958195616418,0.566,0.443,0,"0","SCPEP1"
"TMEM170B",0,0.450634458101026,0.49,0.352,0,"0","TMEM170B"
"RNASE2",0,0.449981993722456,0.293,0.152,0,"0","RNASE2"
"TREM1",0,0.447850594697804,0.49,0.358,0,"0","TREM1"
"MS4A6A",0,0.446088193743198,0.877,0.674,0,"0","MS4A6A"
"GPCPD1",0,0.44328880478311,0.64,0.516,0,"0","GPCPD1"
"PYGL",0,0.441321402836262,0.401,0.265,0,"0","PYGL"
"PKM",0,0.439890396236638,0.811,0.714,0,"0","PKM"
"EVI2A",0,0.437783026524907,0.619,0.496,0,"0","EVI2A"
"AGTPBP1",0,0.436971689777068,0.529,0.407,0,"0","AGTPBP1"
"CD302",0,0.436951148232901,0.665,0.549,0,"0","CD302"
"ASGR1",0,0.43462331140515,0.475,0.342,0,"0","ASGR1"
"AP1S2",0,0.428586942821646,0.898,0.811,0,"0","AP1S2"
"TCEB2",0,0.428286785258616,0.897,0.776,0,"0","TCEB2"
"ALDOA",0,0.428275881544567,0.904,0.8,0,"0","ALDOA"
"MYO1F",0,0.427936687185189,0.818,0.715,0,"0","MYO1F"
"CTB-61M7.2",0,0.426218575520184,0.346,0.198,0,"0","CTB-61M7.2"
"USP15",0,0.425282323475989,0.741,0.665,0,"0","USP15"
"ALDH1A1",0,0.421358031511496,0.319,0.178,0,"0","ALDH1A1"
"CLEC4E",0,0.415357118351066,0.401,0.254,0,"0","CLEC4E"
"MARC1",0,0.413669808611675,0.217,0.076,0,"0","MARC1"
"MPEG1",0,0.413300910793308,0.838,0.711,0,"0","MPEG1"
"STEAP4",0,0.412541011685115,0.221,0.101,0,"0","STEAP4"
"CEBPD",0,0.410435365198266,0.847,0.718,0,"0","CEBPD"
"OGFRL1",0,0.408063537498206,0.741,0.647,0,"0","OGFRL1"
"CTSA",0,0.401029293403513,0.503,0.394,0,"0","CTSA"
"CRISPLD2",0,0.396802553237501,0.277,0.14,0,"0","CRISPLD2"
"GLRX",0,0.395256645791137,0.723,0.628,0,"0","GLRX"
"KCNE3",0,0.385364208843887,0.405,0.289,0,"0","KCNE3"
"JAML",0,0.381742715814155,0.776,0.666,0,"0","JAML"
"GAS7",0,0.380903600669717,0.527,0.414,0,"0","GAS7"
"F5",0,0.378420414854967,0.212,0.079,0,"0","F5"
"PGAM1",0,0.375827742447201,0.651,0.597,0,"0","PGAM1"
"PLP2",0,0.374767546704526,0.648,0.554,0,"0","PLP2"
"NCOA4",0,0.373525061184762,0.678,0.61,0,"0","NCOA4"
"GLIPR2",0,0.373128751127965,0.629,0.541,0,"0","GLIPR2"
"VSTM1",0,0.371137418754259,0.243,0.134,0,"0","VSTM1"
"DUSP1",0,0.370640780152462,0.987,0.934,0,"0","DUSP1"
"HIF1A",0,0.369543486223933,0.7,0.606,0,"0","HIF1A"
"RAB11FIP1",0,0.369455037856769,0.681,0.609,0,"0","RAB11FIP1"
"PLXDC2",0,0.369080740152111,0.594,0.496,0,"0","PLXDC2"
"CAPG",0,0.368123729763332,0.646,0.538,0,"0","CAPG"
"VIM",0,0.367080602894467,0.995,0.979,0,"0","VIM"
"GLIPR1",0,0.363048011381816,0.776,0.704,0,"0","GLIPR1"
"BRI3",0,0.361995724247098,0.935,0.872,0,"0","BRI3"
"RAB3D",0,0.360792736525581,0.367,0.257,0,"0","RAB3D"
"LAMTOR1",0,0.358603306252527,0.722,0.666,0,"0","LAMTOR1"
"ATP6V0D1",0,0.350982342472442,0.656,0.593,0,"0","ATP6V0D1"
"RNF130",0,0.350357535897697,0.746,0.671,0,"0","RNF130"
"LRP1",0,0.349496622097839,0.603,0.499,0,"0","LRP1"
"ALDH2",0,0.348737162320055,0.616,0.522,0,"0","ALDH2"
"CR1",0,0.347472563497976,0.234,0.124,0,"0","CR1"
"S100A4",0,0.346954731374997,0.998,0.975,0,"0","S100A4"
"CRTAP",0,0.345818959262663,0.585,0.491,0,"0","CRTAP"
"DAZAP2",0,0.329273589612377,0.864,0.805,0,"0","DAZAP2"
"FGR",0,0.326881960679444,0.771,0.667,0,"0","FGR"
"CLEC7A",0,0.32521974768533,0.804,0.699,0,"0","CLEC7A"
"ATP5E",0,0.324189532520051,0.992,0.877,0,"0","ATP5E"
"CAST",0,0.323280877217042,0.877,0.818,0,"0","CAST"
"TNFSF13B",0,0.322106486806725,0.724,0.635,0,"0","TNFSF13B"
"LAPTM5",0,0.321387330415209,0.968,0.897,0,"0","LAPTM5"
"SOD2",0,0.320513577463669,0.838,0.742,0,"0","SOD2"
"NLRP12",0,0.316757425389948,0.225,0.118,0,"0","NLRP12"
"ITGB2",0,0.309499018004606,0.91,0.836,0,"0","ITGB2"
"SKAP2",2.81590025376933e-299,0.348182253651601,0.645,0.568,7.93774122535037e-295,"0","SKAP2"
"ANPEP",1.96724338816289e-297,0.381717146670801,0.385,0.275,5.54546238689238e-293,"0","ANPEP"
"RP6-159A1.4",2.1864380489103e-297,0.348581342902267,0.269,0.166,6.16335021607325e-293,"0","RP6-159A1.4"
"CTD-3252C9.4",3.95525022769926e-296,0.430644082855821,0.623,0.518,1.11494548668614e-291,"0","CTD-3252C9.4"
"MARCH1",3.50829128211224e-292,0.357717015718585,0.617,0.531,9.8895222951462e-288,"0","MARCH1"
"OSCAR",1.70442911524532e-287,0.373053784726305,0.391,0.29,4.80461523296503e-283,"0","OSCAR"
"PSTPIP1",7.62959504100069e-286,0.365511750869727,0.421,0.322,2.15070654610768e-281,"0","PSTPIP1"
"TIMP2",6.6797229841054e-276,0.320610946501138,0.596,0.521,1.88294711198947e-271,"0","TIMP2"
"RAB31",1.33960837670827e-269,0.319988639521944,0.645,0.582,3.77622205310294e-265,"0","RAB31"
"ACSL1",4.37908612628843e-268,0.337021959849263,0.375,0.268,1.23442058813945e-263,"0","ACSL1"
"RNASE6",4.19344330187662e-267,0.315823730341543,0.521,0.415,1.182089732366e-262,"0","RNASE6"
"FES",3.9850101737539e-264,0.353248526582408,0.398,0.305,1.12333451787949e-259,"0","FES"
"TMEM91",4.43213157079833e-261,0.321817287462312,0.25,0.155,1.24937356849234e-256,"0","TMEM91"
"NCF4",1.06372383959088e-260,0.343498619566118,0.411,0.318,2.99853113142273e-256,"0","NCF4"
"ACAP2",3.77813782249081e-260,0.311445717419413,0.694,0.639,1.06501927078193e-255,"0","ACAP2"
"LILRB3",2.5083490809548e-259,0.337319294501224,0.57,0.485,7.07078522430348e-255,"0","LILRB3"
"C4orf48",6.86477046438513e-258,0.316951629928079,0.65,0.6,1.93511014620552e-253,"0","C4orf48"
"PICALM",1.4744172967503e-257,0.310942634180572,0.607,0.546,4.15623491780941e-253,"0","PICALM"
"CPD",1.6495665494507e-250,0.343641601367575,0.35,0.255,4.64996314624656e-246,"0","CPD"
"HEBP2",8.60225337127174e-249,0.325205360022481,0.559,0.494,2.42488920282779e-244,"0","HEBP2"
"CD55",4.52222785548534e-246,0.317983426579663,0.623,0.565,1.27477081018276e-241,"0","CD55"
"CARS2",1.14685299598938e-245,0.361604097229434,0.399,0.314,3.23286391039445e-241,"0","CARS2"
"ICAM3",5.98172485559462e-244,0.317340765784158,0.605,0.535,1.68618841954357e-239,"0","ICAM3"
"LTB4R",6.4485835226665e-244,0.315015801158306,0.268,0.175,1.81779120920446e-239,"0","LTB4R"
"SMARCD3",1.26312453029257e-243,0.302262070223489,0.261,0.167,3.56062173844174e-239,"0","SMARCD3"
"LBR",2.11071187526209e-243,0.350282749299992,0.498,0.425,5.94988570517631e-239,"0","LBR"
"UBE2D1",6.07312411084181e-242,0.337084996072455,0.504,0.428,1.7119529556052e-237,"0","UBE2D1"
"TLR2",8.18004521663499e-242,0.325901379227456,0.442,0.349,2.30587294611724e-237,"0","TLR2"
"FAM200B",2.18611078372952e-239,0.351153420813345,0.401,0.314,6.16242768825516e-235,"0","FAM200B"
"TFEC",1.93048154590376e-236,0.334836670320411,0.385,0.29,5.44183442974811e-232,"0","TFEC"
"C19orf38",2.58755533177814e-236,0.317844903991332,0.519,0.439,7.2940597247494e-232,"0","C19orf38"
"MYADM",1.9266364821674e-235,0.320224587712103,0.66,0.59,5.43099557958168e-231,"0","MYADM"
"SLC24A4",3.99890150286055e-231,0.335443672631156,0.363,0.269,1.12725034464136e-226,"0","SLC24A4"
"LAT2",8.21493857470672e-231,0.325200187972715,0.435,0.352,2.31570903482408e-226,"0","LAT2"
"RAB32",1.44802698911331e-225,0.305203677099259,0.557,0.494,4.08184327961151e-221,"0","RAB32"
"HSD17B11",4.65235208910689e-225,0.311539138238883,0.57,0.51,1.31145153039834e-220,"0","HSD17B11"
"SIRPB1",6.18344152895608e-222,0.323144748372325,0.345,0.254,1.74305033259743e-217,"0","SIRPB1"
"NFAM1",4.42021876626565e-220,0.32192397239658,0.372,0.283,1.24601546802262e-215,"0","NFAM1"
"KLF6",4.9786606959663e-214,0.31829214498968,0.921,0.895,1.40343466358594e-209,"0","KLF6"
"GTF2I",1.90525219666535e-213,0.306378688593199,0.572,0.517,5.37071541717996e-209,"0","GTF2I"
"SLC25A37",6.27396125717052e-201,0.308688425913568,0.418,0.337,1.7685669387838e-196,"0","SLC25A37"
"CCDC69",1.4451555640475e-197,0.300546336533988,0.528,0.467,4.0737490194935e-193,"0","CCDC69"
"PDXK",4.29275717484782e-195,0.308463580668828,0.409,0.334,1.21008532001785e-190,"0","PDXK"
"MBOAT7",1.17402432252293e-194,0.317408926720383,0.43,0.356,3.30945716275987e-190,"0","MBOAT7"
"FAR1",4.04940172409065e-194,0.314856130906479,0.448,0.38,1.14148585200391e-189,"0","FAR1"
"PTAFR",1.20660284268523e-193,0.300832295790085,0.347,0.26,3.40129275324539e-189,"0","PTAFR"
"AGO4",3.46349849497547e-192,0.303365977156201,0.369,0.291,9.76325590748635e-188,"0","AGO4"
"KIAA0319L",5.77704595259569e-192,0.312420716882335,0.285,0.204,1.6284914835772e-187,"0","KIAA0319L"
"C20orf24",4.09326040810048e-191,0.302776438153657,0.499,0.437,1.15384917643944e-186,"0","C20orf24"
"SHKBP1",6.52860553345144e-190,0.306219700180358,0.484,0.429,1.84034861382463e-185,"0","SHKBP1"
"ENTPD1",2.71036042380669e-187,0.316115779311496,0.391,0.315,7.64023499866868e-183,"0","ENTPD1"
"AGFG1",4.99888523426927e-186,0.326812738852081,0.471,0.412,1.40913575868816e-181,"0","AGFG1"
"LINC00936",2.67297845359527e-184,0.313583057629788,0.715,0.636,7.53485896283971e-180,"0","LINC00936"
"CCNL1",1.95473355448465e-178,0.300866150018655,0.885,0.855,5.51019841673679e-174,"0","CCNL1"
"MAPK14",1.25087786924967e-176,0.311214116988992,0.357,0.287,3.5260996256279e-172,"0","MAPK14"
"CCPG1",1.61642505891563e-169,0.305371149843599,0.401,0.335,4.55654059857728e-165,"0","CCPG1"
"THBS1",2.42051874394802e-164,0.335043238617077,0.236,0.153,6.82320028731507e-160,"0","THBS1"
"RGS18",2.27699338002541e-163,0.309031624335806,0.406,0.336,6.41861663895363e-159,"0","RGS18"
"CH17-373J23.1",7.96506234600028e-154,0.392880552397913,0.452,0.382,2.24527142471402e-149,"0","CH17-373J23.1"
"WDR74",2.77918682671778e-135,0.41803344248395,0.468,0.42,7.83424974583474e-131,"0","WDR74"
"RNU12",7.23462639426169e-101,0.333058719396796,0.305,0.248,2.03936883427843e-96,"0","RNU12"
"LGALS2",0,0.912635189235413,0.889,0.533,0,"1","LGALS2"
"CPVL",0,0.705114904707973,0.896,0.587,0,"1","CPVL"
"YBX3",0,0.584506970504413,0.84,0.61,0,"1","YBX3"
"GPX11",0,0.561239599416604,0.988,0.801,0,"1","GPX1"
"MS4A6A1",0,0.534363794109653,0.94,0.674,0,"1","MS4A6A"
"HLA-DMA",0,0.529237080257788,0.842,0.564,0,"1","HLA-DMA"
"HLA-DMB",0,0.523454856405027,0.782,0.513,0,"1","HLA-DMB"
"KLF10",0,0.52139050361907,0.805,0.568,0,"1","KLF10"
"FGL2",0,0.51912176214153,0.978,0.813,0,"1","FGL2"
"AP1S21",0,0.481355837587394,0.955,0.805,0,"1","AP1S2"
"DUSP6",0,0.466151827857141,0.75,0.544,0,"1","DUSP6"
"PID1",0,0.46583403620384,0.417,0.17,0,"1","PID1"
"FCN11",0,0.449227926358386,0.995,0.836,0,"1","FCN1"
"NEAT1",0,0.448544086232533,0.998,0.973,0,"1","NEAT1"
"CD4",0,0.435882267755776,0.746,0.515,0,"1","CD4"
"LIPA",0,0.434906750454368,0.497,0.293,0,"1","LIPA"
"CECR1",0,0.429776604694422,0.787,0.554,0,"1","CECR1"
"KCTD121",0,0.424247294449362,0.823,0.597,0,"1","KCTD12"
"LYZ1",0,0.414252833556053,1,0.967,0,"1","LYZ"
"PSAP",0,0.401069957344361,0.998,0.941,0,"1","PSAP"
"LGALS3",0,0.400122371591402,0.88,0.7,0,"1","LGALS3"
"CTSS1",0,0.392308729533749,0.999,0.959,0,"1","CTSS"
"PPT1",0,0.390251579221511,0.777,0.572,0,"1","PPT1"
"DPYSL2",0,0.389744635334376,0.739,0.546,0,"1","DPYSL2"
"SAMHD1",0,0.385794142918931,0.945,0.783,0,"1","SAMHD1"
"MPEG11",0,0.385466948350048,0.903,0.706,0,"1","MPEG1"
"CFP",0,0.385417435074948,0.821,0.636,0,"1","CFP"
"S100A10",0,0.382813835812188,0.987,0.921,0,"1","S100A10"
"RP11-160E2.61",0,0.382287105464978,0.792,0.606,0,"1","RP11-160E2.6"
"AHNAK",0,0.380268486890751,0.955,0.849,0,"1","AHNAK"
"DOK2",0,0.379781154738319,0.667,0.464,0,"1","DOK2"
"IGSF6",0,0.37916470990118,0.755,0.554,0,"1","IGSF6"
"ID2",0,0.374069163609431,0.851,0.713,0,"1","ID2"
"TNFAIP2",0,0.371706841480896,0.82,0.622,0,"1","TNFAIP2"
"AOAH",0,0.369542512319553,0.67,0.451,0,"1","AOAH"
"LRP11",0,0.368337845115641,0.71,0.485,0,"1","LRP1"
"SLC7A7",0,0.364506176366596,0.699,0.482,0,"1","SLC7A7"
"CRTAP1",0,0.364282782262239,0.684,0.478,0,"1","CRTAP"
"CPPED1",0,0.36161128335808,0.729,0.532,0,"1","CPPED1"
"LY86",0,0.361189965739104,0.653,0.437,0,"1","LY86"
"SERPINA1",0,0.351515295946564,0.948,0.743,0,"1","SERPINA1"
"CYBB1",0,0.351009814995345,0.976,0.818,0,"1","CYBB"
"NPC2",0,0.348705502191355,0.925,0.77,0,"1","NPC2"
"FCGRT",0,0.339365493378899,0.875,0.699,0,"1","FCGRT"
"CD361",0,0.338471669931067,0.811,0.585,0,"1","CD36"
"ZFP36",0,0.336472552021359,0.95,0.845,0,"1","ZFP36"
"ZNF385A",0,0.333238332258271,0.612,0.417,0,"1","ZNF385A"
"VAMP8",0,0.332983180240584,0.907,0.753,0,"1","VAMP8"
"SECTM1",0,0.331550601658913,0.459,0.269,0,"1","SECTM1"
"C1orf162",0,0.326714280016246,0.894,0.718,0,"1","C1orf162"
"CD300E",0,0.325577425401002,0.635,0.424,0,"1","CD300E"
"CDKN1A",0,0.321576229625895,0.566,0.38,0,"1","CDKN1A"
"KLF41",0,0.321514701231141,0.89,0.734,0,"1","KLF4"
"CLEC7A1",0,0.320381643899559,0.879,0.69,0,"1","CLEC7A"
"MARCO",0,0.317822433113844,0.279,0.133,0,"1","MARCO"
"AIF1",0,0.316684284079867,0.997,0.892,0,"1","AIF1"
"CTD-3252C9.41",0,0.316652819671532,0.693,0.511,0,"1","CTD-3252C9.4"
"CLEC4A",0,0.315091936369618,0.568,0.386,0,"1","CLEC4A"
"AHR",0,0.314239358132779,0.603,0.438,0,"1","AHR"
"TYROBP",0,0.308677864879779,0.999,0.953,0,"1","TYROBP"
"FYB",0,0.306912892815146,0.942,0.763,0,"1","FYB"
"SH3BGRL3",0,0.306561231494148,0.999,0.972,0,"1","SH3BGRL3"
"PLEKHO1",0,0.30650816133888,0.792,0.632,0,"1","PLEKHO1"
"TNFRSF1B",0,0.306267708179889,0.915,0.743,0,"1","TNFRSF1B"
"BLVRB1",0,0.304025465078122,0.796,0.61,0,"1","BLVRB"
"ZFP36L1",1.1987080660154e-305,0.303106203961142,0.871,0.736,3.3790381672908e-301,"1","ZFP36L1"
"IER21",8.12904938444363e-292,0.302143839881825,0.964,0.873,2.29149773098082e-287,"1","IER2"
"TAGLN2",6.86500098246664e-287,0.320386134156855,0.871,0.741,1.93517512694752e-282,"1","TAGLN2"
"CCL3",1.88209544767404e-284,0.345085040681222,0.458,0.299,5.30543885744835e-280,"1","CCL3"
"CH17-373J23.11",2.39089244066415e-265,0.333298795164658,0.524,0.372,6.73968670098818e-261,"1","CH17-373J23.1"
"MS4A1",0,2.37249932842263,0.895,0.022,0,"10","MS4A1"
"CD79A",0,2.24282686631191,0.889,0.035,0,"10","CD79A"
"IGHM",0,1.96834314354612,0.743,0.031,0,"10","IGHM"
"IGHD",0,1.84451642928298,0.675,0.012,0,"10","IGHD"
"BANK1",0,1.63286219239165,0.783,0.042,0,"10","BANK1"
"RALGPS2",0,1.56044370705856,0.771,0.077,0,"10","RALGPS2"
"LTB",0,1.49126973052536,0.918,0.345,0,"10","LTB"
"CD79B",0,1.46223648317139,0.783,0.112,0,"10","CD79B"
"IGKC",0,1.31529787040878,0.736,0.172,0,"10","IGKC"
"LINC00926",0,1.19297863993971,0.623,0.018,0,"10","LINC00926"
"IGLC2",0,1.18537198322473,0.461,0.065,0,"10","IGLC2"
"CD69",0,1.10103001057009,0.66,0.18,0,"10","CD69"
"TNFRSF13C",0,1.07867478105509,0.573,0.012,0,"10","TNFRSF13C"
"TCL1A",0,0.919618122241458,0.396,0.013,0,"10","TCL1A"
"CD37",0,0.915521529718172,0.966,0.828,0,"10","CD37"
"CD22",0,0.870243353169988,0.503,0.017,0,"10","CD22"
"CXCR4",0,0.841536228328199,0.877,0.481,0,"10","CXCR4"
"FCER2",0,0.825270078683016,0.428,0.019,0,"10","FCER2"
"VPREB3",0,0.817946485541993,0.426,0.005,0,"10","VPREB3"
"IKZF3",0,0.795040759829219,0.551,0.085,0,"10","IKZF3"
"FCRL1",0,0.771641738596705,0.419,0.005,0,"10","FCRL1"
"FCMR",0,0.771189017236583,0.499,0.063,0,"10","FCMR"
"AFF3",0,0.743024232251232,0.474,0.058,0,"10","AFF3"
"PAX5",0,0.716145007864825,0.423,0.004,0,"10","PAX5"
"FAM129C",0,0.701800826307364,0.429,0.021,0,"10","FAM129C"
"COBLL1",0,0.660920565001945,0.395,0.02,0,"10","COBLL1"
"ADAM28",0,0.660136098465119,0.458,0.067,0,"10","ADAM28"
"RPS5",0,0.659550758533545,0.993,0.934,0,"10","RPS5"
"PLPP5",0,0.656533387019355,0.431,0.078,0,"10","PLPP5"
"STRBP",0,0.633454406809092,0.426,0.057,0,"10","STRBP"
"SWAP70",0,0.606600377998257,0.586,0.209,0,"10","SWAP70"
"RPSA",0,0.598722183697273,0.991,0.929,0,"10","RPSA"
"P2RX5",0,0.595931726530301,0.362,0.017,0,"10","P2RX5"
"ISG20",0,0.590758887585749,0.596,0.204,0,"10","ISG20"
"STK17A",0,0.587105018164616,0.562,0.181,0,"10","STK17A"
"CLEC2D",0,0.574183792366381,0.552,0.182,0,"10","CLEC2D"
"RPS27",0,0.573076814910282,1,0.997,0,"10","RPS27"
"LBH",0,0.557461820723787,0.455,0.094,0,"10","LBH"
"BCL7A",0,0.554735876694894,0.357,0.048,0,"10","BCL7A"
"BLK",0,0.55164391575441,0.343,0.009,0,"10","BLK"
"ETS1",0,0.549990526041128,0.592,0.196,0,"10","ETS1"
"FCRL2",0,0.526156967640112,0.295,0.005,0,"10","FCRL2"
"TTN",0,0.525275990334919,0.281,0.04,0,"10","TTN"
"TMEM156",0,0.523160848231729,0.342,0.035,0,"10","TMEM156"
"ARID5B",0,0.513415749244411,0.434,0.112,0,"10","ARID5B"
"IGLC3",0,0.509516670322632,0.295,0.031,0,"10","IGLC3"
"FCRL5",0,0.50846611251931,0.233,0.005,0,"10","FCRL5"
"RP11-231C14.7",0,0.504738725381864,0.33,0.051,0,"10","RP11-231C14.7"
"SEL1L3",0,0.496594894817419,0.375,0.057,0,"10","SEL1L3"
"KIAA0125",0,0.495961730305273,0.264,0.009,0,"10","KIAA0125"
"RP11-693J15.5",0,0.488722514440413,0.28,0.004,0,"10","RP11-693J15.5"
"ZCCHC7",0,0.48380292335228,0.501,0.171,0,"10","ZCCHC7"
"TSTD1",0,0.476968319160577,0.539,0.202,0,"10","TSTD1"
"BCL11A",0,0.469281758916833,0.493,0.157,0,"10","BCL11A"
"TCF4",0,0.460724570883226,0.542,0.16,0,"10","TCF4"
"BACH2",0,0.459398734114494,0.289,0.025,0,"10","BACH2"
"TPD52",0,0.457138360591509,0.336,0.043,0,"10","TPD52"
"PCDH9",0,0.453229091869947,0.209,0.006,0,"10","PCDH9"
"RPL18A",0,0.452297324314957,0.999,0.991,0,"10","RPL18A"
"SLC38A1",0,0.452232418462136,0.493,0.154,0,"10","SLC38A1"
"SPIB",0,0.443630638912341,0.333,0.042,0,"10","SPIB"
