"","AASS","SERPINB3","CDH3","MAPK6","RAB10","TPX2","BIRC5","TGM1","FERMT1","HAS3","SQLE","PON2","CDC20","ATP10B","GJB6","TNFSF10","RAB38","CKS2","PI3","TXNDC17","TOP2A","CCNB1","DSC2","DSG3","TCN1","TMEM165","EHF","PRRG4","MPHOSPH6","CKAP4","NUSAP1","CLCA2","GLTP","SLC7A1","SLC39A6","S100A8","S100A7","ABCA12","TPBG","FAM83A","MPZL2","TMEM45B","MX1","PDZK1IP1","VSNL1","S100A11","S100A9","IFI16","ZC3H12A","PTTG1","FABP5","GJB2","IFI27","KLK13","PGM2","SPRR1B","HSPA4","DEFB4A","RRM2","UBE2C","HIGD1A","KPNA2","S100A7A","FAM110C","KRT16","GM2A","S100A2","SERPINB13","MPZL1","AKR1B10","PNP","KRT6A","SERPINB4","SPRR2A","Group"
"GSM1315615",7.9438164828406,13.0562251453087,9.15588916629173,9.64830871843863,10.8156914414797,7.73934959507293,5.70241486089488,11.8550500095381,10.5680710890076,7.31386660992457,9.26701756984241,7.85964793200427,7.60832497315045,8.91186587337655,10.0540001391211,7.50623805885985,9.91090498592997,7.30460740904676,15.2541600865914,8.78598479147022,8.63072174419786,8.14820897310443,9.82266113757869,11.0979601272547,9.60517941397707,9.87294442972506,10.4536121761603,8.55388461796934,8.76935154317725,10.0580659610475,5.00617747323348,11.58259635158,12.1695034093123,10.2459995087639,8.25998543208259,15.2374671155298,15.4702425295639,8.17385144782538,7.37607434646032,6.82501315958283,10.0735595224421,8.75486832087394,7.78757472334903,10.8249902250695,8.76943644775308,11.9523606022142,16.3453030879406,9.94592741208388,10.5821699268487,7.29291212678939,12.1185075589454,13.4926383755637,10.3868387870566,9.43236775233615,9.68333577955417,13.1614804572532,9.64060863041732,12.2897771646879,7.4263771815744,4.99444955946139,8.42505377031158,8.3104787510606,12.2714008299518,8.80620103933017,13.9972107236338,11.4541142094535,12.2457444967406,10.0963420111136,7.34497826680783,9.76505219411893,9.1966512091207,15.4782240425929,12.7077110189316,12.9531191424882,"1"
"GSM1315617",8.54778746799439,13.3263895296542,8.48372888065585,11.1168022034956,11.7300981802461,7.85193614443899,5.24934980833848,10.2207951831564,10.1744013433498,6.69147932020385,10.5692334260039,8.6059685081357,6.65789575271221,8.96927820013708,10.7185663162215,8.21732370899207,9.31923305701135,7.08080441191032,13.0995813691368,8.09343702640481,9.27916435513573,7.78453241005362,10.7746970289241,11.903118508459,9.69735823947222,10.3720087359527,11.2186750608448,9.21682958003278,9.87455567849134,10.5430181670212,5.68043466331331,12.2588756897643,12.3799062781562,10.4360430794519,9.2630047229281,14.8120254690828,15.253860698371,8.37197087617665,8.1816668934968,5.74090297538385,11.4269345830829,8.75607592555732,8.874566798216,9.3661052788753,9.68340687078333,11.7522979991342,15.0210395718353,10.6806617257206,9.326004409303,7.43433769382075,13.1159738145547,13.6469335408249,9.73180589038292,8.36977160421532,10.3334221910486,13.1654709783189,10.2844999207104,11.2180651494688,7.6429887292464,4.36770341846139,9.08545854871736,8.44756841541221,12.0311172487219,9.26970529222496,13.0398824329073,10.9947356828788,11.2818042459991,10.6930125876682,7.85795793097393,9.410500553163,8.80497214955775,15.2356070566648,13.077853978071,12.4936354109508,"1"
"GSM1315618",8.7247563497476,12.805946251153,8.36712483734163,10.9901310644511,11.5156883006672,8.85101237025751,5.53210055769868,10.3322914352707,9.27330230460328,6.69467394155128,10.214879870733,8.71681635813823,7.42536904424174,8.93282191857456,9.95618432981266,7.42252219565522,10.0109205291146,7.1492400658718,13.3860563527069,8.58578240318841,9.99833323282049,8.91648686497982,9.96335521579463,11.7312133655963,9.01663837848096,10.0686338823773,11.158364086263,8.93853712041913,9.99877054242125,10.1838441003892,6.06668790314717,12.1166425319991,12.0549935515558,10.1853070224881,9.28190205458981,15.320970150746,15.543790565269,8.65388550856282,8.06861864205199,5.32113126993489,10.746255616939,8.74096871550934,7.9432963847274,9.96675489831267,9.11855271183458,11.5779479464952,15.2531178377545,10.5879276765499,9.77476051489679,7.90343884190954,12.3902353840863,13.2827410649699,9.83225915233596,8.42466935588561,10.2824119141356,12.0801161120953,10.5971346792237,11.1540450054171,8.36745887813474,5.11844277345333,8.72649342661802,8.93199063898138,12.335662793448,8.78272585415596,12.4901416144417,10.5964971212123,11.9686050376909,10.4964843096595,7.49226018362354,9.58457350454965,9.15942821747476,14.378034436689,12.2090149975261,11.9663831954711,"1"
"GSM1315623",8.24925596800049,12.2179274726171,9.23163792775047,9.4942197515471,10.6017098964982,7.62174081439317,4.96618178517086,11.1645438436776,9.51419946199914,6.65305778512355,9.48842865111692,7.9531880647294,7.36128166058039,9.2340020700042,9.99131811021595,7.78160769646215,9.82921678230627,6.98451160758742,14.5980830667904,8.62909364670314,8.32106860912106,7.96052199804359,8.76589565816008,10.7901706647092,10.1251500195319,9.66653646207775,10.6990805694924,8.73830614142456,8.26105350202981,9.94832633222049,4.83806459254895,11.6739236906504,11.8830713890682,10.1872825269573,8.69597709081848,14.9171196247977,15.2356972380416,7.81083158689946,7.85321707921404,6.42613932115495,10.3382844838754,8.53007278009797,8.54012494955736,10.9716391761811,9.08304852550344,11.5734970174584,16.0561105380421,9.85841632581069,10.1355960317739,6.88689331082194,12.0816048060255,13.113568524303,10.9271199266369,9.10592360797043,8.78117043512039,12.6510006485257,9.46013798919738,10.7999045918587,6.58912386668039,4.46773082487806,7.99660715567453,8.11761332120335,11.678766720828,8.73969036068674,13.2569090737577,10.7829930392775,12.0166843284477,9.91868607253518,7.5631159371907,9.58984461456365,9.03103836884734,14.8536993851035,11.7042431237256,12.0710632608666,"1"
"GSM1315627",9.00630659808319,13.7527142196634,8.17973283512193,11.4669633900645,12.0500522254602,8.44465957826302,5.40557616786509,10.5492471280889,10.8398464295676,8.06481898938692,10.7608531163726,8.69218755459797,7.01703591969295,7.94493137819126,10.6465580232509,6.87111388500794,10.0024561199837,7.52653815053648,14.5567503687866,8.15352435804506,9.46468851516171,8.52645141920453,11.367990060632,12.8091365000708,9.84936255883301,10.3503706532921,11.1918738419457,9.60930281774399,10.1124089140066,10.6712889917529,6.06686352672961,12.4114625565681,12.2321245845581,10.2344684383,9.42801667948336,14.6551699317091,15.2861555726665,9.07755179429596,7.75440216114943,6.32162661587654,11.4429940495204,9.27244957030611,7.77037702350958,9.13283872658883,9.38710032121685,12.3051384759132,14.8157075927191,10.7585938335498,8.57143431642813,7.40796790124448,13.0424460073021,13.755684254194,9.26415096121536,8.57694345967584,10.3887303117053,13.5384822055555,10.7779567947284,10.5790896046905,8.71039069930687,5.30112309620229,9.04390636700759,9.41695456140303,12.2856379077681,9.23613048741081,12.1901851698192,10.5107611213486,12.036581872963,11.4099368262776,7.68815933995217,9.0267007147351,9.56868049365119,15.0684328123449,13.4289653215502,12.2733531151567,"1"
"GSM1315629",9.11686829846268,13.7399920197091,8.68965194042954,10.9171785995599,11.6843966540631,8.21912851667114,4.97409365293576,10.3060855613361,10.6750897958486,6.37701742314606,10.3966942887264,8.85212192167924,6.17656517394453,9.14902669222279,10.5452171192611,8.66249338750101,9.67849380876853,6.66682648688032,13.3700737258157,8.13056067150979,9.14694821723778,7.76291425927509,10.2232255932723,11.8398360478639,10.7040240600237,10.6690331293509,11.4434872650136,9.08874159685737,10.215892728883,10.3210936152355,5.39291613546816,12.5626737190266,12.5802714319842,9.87606491215195,9.32625306256092,15.1706115154342,15.4704144191225,8.52081273996684,8.12966924590975,5.8320335872606,11.2847035933884,8.88993434624403,6.3125460073898,9.94015054417539,9.06310371979244,11.5253964638443,15.4641570528986,10.6293053871081,9.52473473869863,7.1107578760917,12.7405397834101,13.5777669681488,8.58904845921797,8.90355910083097,10.5998277762484,12.2824891000348,10.0148827383246,11.2487604952656,7.30521408799677,4.26244430753472,9.24315763194919,8.15165064776463,12.5971790106061,9.12670794577869,12.2175809981495,11.0281478067818,10.7845716296886,10.951719130516,7.3644830902919,9.85850644295446,8.93101400224942,14.2518003804684,13.209682103813,11.9890325086301,"1"
"GSM1315630",9.01247997199337,14.2168703051178,8.58302556634393,10.968520340737,11.8629834016337,8.27760975181018,5.18595635958889,10.5868057099761,11.2761168625583,6.33479032911543,10.2198673418337,8.98692649780758,6.35236285344564,9.3909076711342,10.4921844747373,7.83304325041448,10.0404767687716,6.20717595335043,14.2778946620698,8.05787084311313,9.86476939887045,8.43586000759025,10.8393931456733,12.430191157491,10.3775371811661,10.2897937576833,11.8003406613606,9.41179467399711,9.76914474635639,10.3818765320001,5.79274410490399,12.5668251015289,12.5090863190781,10.4519448527139,9.31892988408543,15.0935384896578,15.3595437197758,9.47498939711609,7.68427015869185,5.7984670032031,10.634079881897,9.01042329145972,7.42488364188609,9.37813870352982,8.6811129639664,11.4138891998463,14.9648262819227,10.7976036360689,9.1717958627396,7.1438525061941,12.0609387580715,14.0601633783251,8.53811813582954,9.36153218628925,10.3441232925597,12.3145628627316,10.786789862688,12.502704501756,7.65385480568694,4.3071365828755,9.20789327389865,8.69484402607697,13.0698444863184,8.70703135847473,12.5484333605883,11.3700056006769,11.2664812142294,11.2151166445129,7.91507203095547,9.15052201998698,9.71342689466256,14.8888213773146,14.0199332685694,12.3948464197218,"1"
"GSM1315631",7.81957519076369,11.9286253364867,9.30810548015555,9.87679903776421,10.9037285426175,7.20439056206872,5.33107808222173,11.0768841458314,9.44603070596435,6.61475859301485,9.49648966556459,7.81272142227478,6.8608928289321,8.65408427395117,10.2991992245854,7.57833343497417,10.1429133930211,7.31553039299286,15.2832643042964,8.93491954798773,7.90168742366787,7.74520625528817,9.88199622004382,11.2915333052208,9.18488335943196,9.81479023065824,10.4823702616288,8.54233351030761,8.68222181224568,10.0365166564126,4.69577874102893,11.6679780694873,11.8905745380249,10.5638833852474,8.61282644104002,15.2151054958891,15.1736498599472,7.54662570709475,7.9607500955906,6.14137035925764,10.458519997073,8.90892374124363,7.99394833048499,10.7710513495529,9.35256228999462,12.3572363178477,16.167360246947,9.50055254792107,9.89764061574617,7.01241731937809,12.0960384242314,13.3776966829922,10.4710854278169,9.3777186384772,9.71406053728872,13.7446323871662,9.47471920671498,11.1485385933079,7.40145954937007,4.61769508458949,8.26291634523086,7.72938572962576,11.6247299024945,8.74307564587138,14.3719687536623,10.6587908304185,13.0851770554952,10.2994858561101,7.23107220593674,10.2081217559031,8.87109649808565,15.8553299559736,11.616024251878,12.3563061362273,"1"
"GSM1315632",7.59845198576453,12.4831292218719,9.61038726377362,9.35752878486787,10.3890235574126,7.09178445719697,5.09474391385595,11.2236663730916,8.77015898331605,6.53496807510987,8.75203163873811,7.67592490480306,6.88502973481361,8.2267304663022,10.5078036971027,7.56693574507136,9.8496784251558,6.49694385222579,15.5889564390534,8.74754650065903,7.4664720424514,7.49647256237871,8.96763042364991,10.6360027841512,10.2782408483357,9.80862763775806,9.96648569207887,8.28000553255475,8.46932460082595,9.92639215314857,4.33307887035802,11.2024425371227,11.9898141205728,9.53126891228976,7.97395165796957,15.4359306412163,15.6468016053266,7.42265808859616,7.80986536496329,6.50296028027807,10.3050834803938,8.76062554455619,8.14186178653168,11.2630862836233,8.6840943321985,11.9666959788093,16.53188627279,9.54493703788818,10.0826638076004,7.32948313301579,12.1137402890532,13.5477032115211,10.6674114333472,10.0751435876404,9.37978743666208,13.6669977416279,8.97188203913163,11.4838314175783,6.39049009992248,4.57539314190294,8.47903145182476,7.76775768820467,11.6639310018011,8.37679745851239,14.0067362303041,10.949196465387,12.5829733184292,9.8981422513819,7.29468349320089,9.74706437313409,9.07333070787163,15.6128952107997,12.0735713840954,13.1703477995003,"1"
"GSM1315633",6.93851128071286,11.2659749261418,8.97436837183025,9.91997749993664,10.5311177827788,8.08325074557364,5.32268154645045,10.4540980778947,8.83321834666832,6.63543335351615,9.08353771521698,7.46614977238052,7.22812666495616,8.38395851711089,9.6314044326063,7.33123194500632,9.59542424665223,6.54819651627767,13.0477583625863,8.44500003455398,8.36303522672937,7.97242806782678,9.2160039558516,11.0253117487051,7.91468926642909,9.51181743907119,9.86914224102764,8.54808237576693,8.54245650901715,10.1863017095217,5.00998212814803,11.1285040291788,11.7157370247373,9.65966640118156,8.1401935219298,15.0706494085906,15.3558476653058,7.48690892497408,7.53936826199427,5.85000087145302,9.69192986822913,8.80114385138052,6.37908272577889,10.2133451070871,8.4429664713154,11.7574859213715,15.6471316063853,9.43397019675272,9.32569963067238,7.13346139932454,11.7261773761013,12.6665004584696,8.34184335703206,8.61007661217796,9.48765176108638,13.1196731007658,9.59657528980758,11.1350465519787,6.85222223735672,4.70296677836829,7.80798858059949,8.36220570881154,11.3829379997133,8.06410177446435,13.9711250513141,10.188183540101,12.8447665311126,9.48201202361184,7.47717264165476,8.26188861234912,8.51762548877196,15.1278697097101,10.671245398098,12.1065732330757,"1"
"GSM1315634",7.3999901248819,12.2149487914999,9.07490112479258,9.88930830450841,10.4504539519484,7.83005076825075,5.60544137634323,10.8391548839048,9.35717987603778,6.70127224166378,8.80713597121613,7.6256741356461,7.20216264612047,8.92636098342013,9.87140037133035,7.51389151337401,9.76347410004174,6.85281159399061,14.2901387148339,8.34975760093448,8.54148824874591,7.98298503317238,9.19579036619657,11.1161579888876,9.01157929000931,9.56668975357669,10.2760308244662,8.5743862794643,8.25555277440749,10.0312437477479,5.16055233730459,11.3408181193791,12.0661185147078,10.0612575779195,8.24055150579769,15.3021228775598,15.0169134919377,7.32433302271243,7.82527809302831,5.48967154587063,10.0212781914709,8.85843144232053,5.57904605157039,10.0857699252528,8.38671325197101,11.5463795599366,15.8818113727091,9.38104667565237,9.81804429182113,7.28078489051495,11.6585620349294,13.1662539671487,7.76718970715058,8.70628922965206,9.65287992238604,13.1424437834227,9.55884994766756,12.2026039433757,6.7555050527776,4.7533024636267,8.19887199437237,8.09926566247664,11.8294810442722,8.15769041866161,13.8443846342945,11.0454817734249,12.2419306476337,8.93738732274719,7.27528715576351,9.22275982569163,9.14820269930434,15.5111336357379,11.6927206105918,12.681591221019,"1"
